Date,WWTP_inlet Flow_rate,p10_1 Flow_rate,p_2_1 Flow_rate,CSO_Pump_2 Flow_rate,p_20_2 Flow_rate,p_21_2 Flow_rate,link_CSO_Pump_21_Flow_rate
11/04/2020 00:45,0,0,0,0,0,0,0
11/04/2020 01:00,0,0,0.019968385,0,0.015,0,0
11/04/2020 01:15,0,0,0,0,0,0,0
11/04/2020 01:30,0,0,0,0,0,0,0
11/04/2020 01:45,0,0,0.001764443,0,0,0,0
11/04/2020 02:00,0,0,0,0,0.015,0,0
11/04/2020 02:15,0,0,0.001521447,0,0,0,0
11/04/2020 02:30,0,0,0,0,0,0,0
11/04/2020 02:45,0,0,0,0,0,0,0
11/04/2020 03:00,0,0,0.020181233,0,0.015,0,0
11/04/2020 03:15,0,0,0,0,0,0,0
11/04/2020 03:30,0,0,0,0,0,0,0
11/04/2020 03:45,0,0,0.002470869,0,0,0,0
11/04/2020 04:00,0,0,0,0,0.015,0,0
11/04/2020 04:15,0,0,0.293813705,0,0,0.025,0
11/04/2020 04:30,0.333332986,0,0,0,0,0,0
11/04/2020 04:45,0,0,0,0,0,0,0
11/04/2020 05:00,0,0,0.333332986,0,0.015,0,0
11/04/2020 05:15,0,0,0.000883937,0,0.00094,0,0
11/04/2020 05:30,0,0,0,0,0,0,0
11/04/2020 05:45,0,0,0,0,0,0,0
11/04/2020 06:00,0,0,0.000677242,0,0,0,0
11/04/2020 06:15,0,0,0,0,0.0047,0,0
11/04/2020 06:30,0,0,0.011395114,0,0,0,0
11/04/2020 06:45,0,0,0,0,0.0047,0,0
11/04/2020 07:00,0,0,0.00643347,0,0,0,0
11/04/2020 07:15,0.0071,0,0,0,0.0047,0,0
11/04/2020 07:30,0,0,0.011691968,0,0,0,0
11/04/2020 07:45,0,0,0,0,0.0047,0,0
11/04/2020 08:00,0,0,0.010139302,0,0,0,0
11/04/2020 08:15,0,0,0,0,0.0047,0,0
11/04/2020 08:30,0,0,0.011400468,0,0,0,0
11/04/2020 08:45,0.0071,0,0,0,0.0047,0.001770233,0
11/04/2020 09:00,0,0,0.011603463,0,0,0,0
11/04/2020 09:15,0,0,0,0,0.015,0,0
11/04/2020 09:30,0,0,0.027673308,0,0,0,0
11/04/2020 09:45,0.017039999,0,0,0,0.015,0,0
11/04/2020 10:00,0,0,0.041138604,0,0.015,0,0
11/04/2020 10:15,0.017039999,0,0,0,0.015,0,0
11/04/2020 10:30,0,0,0.045126095,0,0,0.025,0
11/04/2020 10:45,0.017039999,0,0,0,0.015,0,0
11/04/2020 11:00,0,0,0.024622541,0,0.015,0,0
11/04/2020 11:15,0.017039999,0,0,0,0.015,0,0
11/04/2020 11:30,0,0,0.015410109,0,0,0,0
11/04/2020 11:45,0,0,0,0,0.015,0,0
11/04/2020 12:00,0.081040099,0,0.063953482,0,0.015,0.025,0
11/04/2020 12:15,0,0,0,0,0.015,0,0
11/04/2020 12:30,0,0,0.027170744,0,0,0,0
11/04/2020 12:45,0.017039999,0,0,0,0.015,0,0
11/04/2020 13:00,0,0,0.032037113,0,0.015,0,0
11/04/2020 13:15,0.01136,0,0,0,0.00752,0,0
11/04/2020 13:30,0,0,0.018717006,0,0,0.016046854,0
11/04/2020 13:45,0,0,0,0,0.015,0,0
11/04/2020 14:00,0.027414398,0,0.020074235,0,0,0,0
11/04/2020 14:15,0,0,0,0,0.015,0,0
11/04/2020 14:30,0,0,0.020312522,0,0,0,0
11/04/2020 14:45,0,0,0,0,0.015,0,0
11/04/2020 15:00,0,0,0.018397382,0,0,0,0
11/04/2020 15:15,0.01136,0,0,0,0.015,0,0
11/04/2020 15:30,0,0,0.029147144,0,0,0.017418597,0
11/04/2020 15:45,0,0,0,0,0.015,0,0
11/04/2020 16:00,0.027440628,0,0.020061169,0,0,0,0
11/04/2020 16:15,0,0,0,0,0.015,0,0
11/04/2020 16:30,0,0,0.034051757,0,0.015,0,0
11/04/2020 16:45,0.017039999,0,0,0,0,0,0
11/04/2020 17:00,0,0,0.037570145,0,0.015,0,0
11/04/2020 17:15,0,0,0,0,0.015,0.025,0
11/04/2020 17:30,0.056019723,0,0.039270595,0,0.015,0,0
11/04/2020 17:45,0,0,0,0,0,0,0
11/04/2020 18:00,0,0.001204864,0.042903271,0,0.015,0,0
11/04/2020 18:15,0.001414091,0,0,0,0.00094,0,0
11/04/2020 18:30,0,0,0.000803796,0,0,0,0
11/04/2020 18:45,0,0,0,0,0,0,0
11/04/2020 19:00,0,0,0,0,0,0,0
11/04/2020 19:15,0,0,0.002482943,0,0.00094,0,0
11/04/2020 19:30,0,0,0,0,0,0,0
11/04/2020 19:45,0,0,0,0,0,0,0
11/04/2020 20:00,0,0,0.000721071,0,0,0,0
11/04/2020 20:15,0,0,0,0,0.00094,0,0
11/04/2020 20:30,0,0,0.000711756,0,0,0,0
11/04/2020 20:45,0,0,0,0,0,0,0
11/04/2020 21:00,0,0,0,0,0,0,0
11/04/2020 21:15,0,0,0.002151418,0,0.00094,0,0
11/04/2020 21:30,0,0,0,0,0,0,0
11/04/2020 21:45,0,0,0,0,0,0,0
11/04/2020 22:00,0,0,0.002776747,0,0,0,0
11/04/2020 22:15,0,0,0,0,0.00094,0,0
11/04/2020 22:30,0,0,0.002769986,0,0,0,0
11/04/2020 22:45,0,0,0,0,0,0,0
11/04/2020 23:00,0,0,0,0,0,0.02487758,0
11/04/2020 23:15,0,0,0.003590469,0,0.00094,0,0
11/04/2020 23:30,0.001441734,0,0,0,0,0,0
11/04/2020 23:45,0,0,0,0,0,0,0
12/04/2020 00:00,0,0,0.002280702,0,0,0,0
12/04/2020 00:15,0,0,0,0,0.00094,0,0
12/04/2020 00:30,0,0,0.002281359,0,0,0,0
12/04/2020 00:45,0,0,0,0,0,0,0
12/04/2020 01:00,0,0,0,0,0,0,0
12/04/2020 01:15,0,0,0.002154955,0,0.00094,0,0
12/04/2020 01:30,0,0,0,0,0,0,0
12/04/2020 01:45,0,0,0,0,0,0,0
12/04/2020 02:00,0,0,0.000731104,0,0,0,0
12/04/2020 02:15,0,0,0,0,0.00094,0,0
12/04/2020 02:30,0,0,0.0007261,0,0,0,0
12/04/2020 02:45,0,0,0,0,0,0,0
12/04/2020 03:00,0,0,0,0,0,0,0
12/04/2020 03:15,0,0,0.002480138,0,0.00094,0,0
12/04/2020 03:30,0,0,0,0,0,0,0
12/04/2020 03:45,0,0,0,0,0,0,0
12/04/2020 04:00,0,0,0.002780026,0,0,0,0
12/04/2020 04:15,0,0,0,0,0.00094,0,0
12/04/2020 04:30,0,0,0.002778395,0,0,0,0
12/04/2020 04:45,0,0,0,0,0,0,0
12/04/2020 05:00,0,0,0,0,0,0,0
12/04/2020 05:15,0,0,0.002171608,0,0.00094,0,0
12/04/2020 05:30,0.001399493,0,0,0,0,0,0
12/04/2020 05:45,0,0,0,0,0,0,0
12/04/2020 06:00,0,0,0.002279929,0,0,0,0
12/04/2020 06:15,0,0,0,0,0.0047,0,0
12/04/2020 06:30,0,0,0.005056432,0,0,0,0
12/04/2020 06:45,0,0,0,0,0.0047,0,0
12/04/2020 07:00,0,0,0.0112365,0,0,0,0
12/04/2020 07:15,0.0071,0,0,0,0.0047,0,0
12/04/2020 07:30,0,0,0.012961371,0,0,0,0
12/04/2020 07:45,0,0,0,0,0.0047,0.025,0
12/04/2020 08:00,0,0,0.012675187,0,0,0,0
12/04/2020 08:15,0.0071,0,0,0,0.0047,0,0
12/04/2020 08:30,0,0,0.005285232,0,0,0,0
12/04/2020 08:45,0,0,0,0,0.0047,0,0
12/04/2020 09:00,0,0,0.011142947,0,0,0,0
12/04/2020 09:15,0,0,0,0,0.015,0,0
12/04/2020 09:30,0.074370958,0,0.037270445,0,0.015,0,0
12/04/2020 09:45,0,0,0,0,0,0,0
12/04/2020 10:00,0,0,0.06401033,0,0.015,0.025,0
12/04/2020 10:15,0.017040044,0,0,0,0.015,0,0
12/04/2020 10:30,0,0,0.038364347,0,0.015,0,0
12/04/2020 10:45,0.017039999,0,0,0,0,0,0
12/04/2020 11:00,0,0,0.036487844,0,0.015,0,0
12/04/2020 11:15,0,0,0,0,0.015,0,0
12/04/2020 11:30,0.28063646,0,0.064034767,0,0.015,0.025,0
12/04/2020 11:45,0,0,0,0,0,0,0
12/04/2020 12:00,0,0,0.039080597,0,0.015,0,0
12/04/2020 12:15,0.017039999,0,0,0,0.015,0,0
12/04/2020 12:30,0,0,0.03909421,0,0.015,0,0
12/04/2020 12:45,0.017040001,0,0,0,0,0,0
12/04/2020 13:00,0,0,0.063986897,0,0.015,0.025,0
12/04/2020 13:15,0.01136,0,0,0,0.015,0,0
12/04/2020 13:30,0,0,0.008894651,0,0,0,0
12/04/2020 13:45,0,0,0,0,0.015,0,0
12/04/2020 14:00,0,0,0.020072641,0,0,0,0
12/04/2020 14:15,0.011366726,0,0,0,0.015,0,0
12/04/2020 14:30,0,0,0.106104016,0,0,0,0
12/04/2020 14:45,0.333332986,0,0.338038415,0,0.015,0.025,0
12/04/2020 15:00,0.333332986,0,0.368559241,0,0.015,0.025,0
12/04/2020 15:15,0.333332986,0,0.373252302,0,0.015,0.025,0
12/04/2020 15:30,0.333332986,0,0.35445106,0,0.015,0.025,0
12/04/2020 15:45,0.333332986,0,0.352138638,0,0.015,0.025,0
12/04/2020 16:00,0.333332986,0,0.338001281,0,0.015,0.025,0
12/04/2020 16:15,0.333332986,0,0.333332986,0,0.015,0.025,0
12/04/2020 16:30,0.333332986,0,0.064013936,0,0.015,0.025,0
12/04/2020 16:45,0.333332986,0,0,0,0.015,0.025,0
12/04/2020 17:00,0,0,0.042328402,0,0.015,0,0
12/04/2020 17:15,0.039169982,0,0,0,0.015,0,0
12/04/2020 17:30,0,0,0.038877331,0,0.015,0,0
12/04/2020 17:45,0.333332986,0.001200019,0,0,0.015,0,0
12/04/2020 18:00,0,0,0.042910039,0,0.015,0,0
12/04/2020 18:15,0,0,0,0,0.015,0,0
12/04/2020 18:30,0,0,0.019631432,0,0.015,0,0
12/04/2020 18:45,0.001511418,0,0,0,0.015,0,0
12/04/2020 19:00,0,0,0.041831233,0,0.015,0.025,0
12/04/2020 19:15,0,0,0,0,0.015,0,0
12/04/2020 19:30,0,0,0.020076474,0,0.015,0,0
12/04/2020 19:45,0.001421404,0,0,0,0.015,0,0
12/04/2020 20:00,0,0,0.018516175,0,0.015,0,0
12/04/2020 20:15,0,0,0,0,0.015,0,0
12/04/2020 20:30,0,0,0.019928403,0,0.015,0,0
12/04/2020 20:45,0,0,0,0,0.015,0,0
12/04/2020 21:00,0,0,0.006380253,0,0.015,0,0
12/04/2020 21:15,0.109205551,0,0,0,0.015,0,0
12/04/2020 21:30,0,0,0.021624332,0,0.015,0,0
12/04/2020 21:45,0,0,0,0,0.015,0,0
12/04/2020 22:00,0,0,0.002377053,0,0,0,0
12/04/2020 22:15,0,0,0,0,0,0,0
12/04/2020 22:30,0,0,0,0,0,0,0
12/04/2020 22:45,0,0,0.002440084,0,0.00094,0,0
12/04/2020 23:00,0,0,0,0,0,0,0
12/04/2020 23:15,0,0,0,0,0,0,0
12/04/2020 23:30,0,0,0.002278191,0,0,0,0
12/04/2020 23:45,0,0,0,0,0.00094,0,0
13/04/2020 00:00,0,0,0.000603226,0,0,0,0
13/04/2020 00:15,0,0,0,0,0,0,0
13/04/2020 00:30,0,0,0,0,0,0,0
13/04/2020 00:45,0,0,0.002651113,0,0.00094,0,0
13/04/2020 01:00,0.323097795,0,0,0,0,0,0
13/04/2020 01:15,0,0,0,0,0,0,0
13/04/2020 01:30,0,0,0.000770958,0,0,0,0
13/04/2020 01:45,0,0,0,0,0.00094,0,0
13/04/2020 02:00,0,0,0.002128315,0,0,0,0
13/04/2020 02:15,0,0,0,0,0,0,0
13/04/2020 02:30,0,0,0,0,0,0,0
13/04/2020 02:45,0,0,0.005854658,0,0.00094,0,0
13/04/2020 03:00,0,0,0,0,0,0,0
13/04/2020 03:15,0,0,0,0,0,0,0
13/04/2020 03:30,0,0,0.002130368,0,0,0,0
13/04/2020 03:45,0,0,0,0,0.015,0,0
13/04/2020 04:00,0,0,0.000621497,0,0,0,0
13/04/2020 04:15,0,0,0,0,0,0,0
13/04/2020 04:30,0,0,0,0,0,0,0
13/04/2020 04:45,0,0,0.018520115,0,0.015,0,0
13/04/2020 05:00,0,0,0,0,0,0,0
13/04/2020 05:15,0,0,0.333332986,0,0.015,0.025,0
13/04/2020 05:30,0.333332986,0,0,0,0,0,0
13/04/2020 05:45,0,0,0,0,0,0,0
13/04/2020 06:00,0,0,0.020125739,0,0.015,0,0
13/04/2020 06:15,0,0,0,0,0.015,0,0
13/04/2020 06:30,0,0,0.333332986,0,0.015,0,0
13/04/2020 06:45,0.333332986,0,0,0,0,0.025,0
13/04/2020 07:00,0,0,0.029798035,0,0.015,0,0
13/04/2020 07:15,0.333332986,0,0,0,0.015,0,0
13/04/2020 07:30,0,0,0.345805198,0,0.015,0.025,0
13/04/2020 07:45,0.333332986,0,0.337949455,0,0.015,0.025,0
13/04/2020 08:00,0.333332986,0,0.045723438,0,0.015,0.025,0
13/04/2020 08:15,0.333332986,0,0,0,0.015,0,0
13/04/2020 08:30,0,0,0.034828521,0,0.015,0,0
13/04/2020 08:45,0,0,0,0,0.015,0,0
13/04/2020 09:00,0,0,0.025,0,0.015,0,0
13/04/2020 09:15,0.333332986,0,0,0,0.015,0,0
13/04/2020 09:30,0,0,0.333383769,0,0.015,0.025,0
13/04/2020 09:45,0.333332986,0,0,0,0.015,0.025,0
13/04/2020 10:00,0.330782682,0,0.333332986,0,0.015,0,0
13/04/2020 10:15,0,0,0,0,0.015,0,0
13/04/2020 10:30,0,0,0.333332986,0,0.015,0,0
13/04/2020 10:45,0.333332986,0,0,0,0.015,0,0
13/04/2020 11:00,0,0,0.333332986,0,0,0,0
13/04/2020 11:15,0,0,0,0,0.015,0.025,0
13/04/2020 11:30,0.333332986,0,0.333332986,0,0.015,0,0
13/04/2020 11:45,0,0,0,0,0.015,0,0
13/04/2020 12:00,0,0,0.333332986,0,0,0,0
13/04/2020 12:15,0.333332986,0,0,0,0.015,0,0
13/04/2020 12:30,0,0,0.333332986,0,0.015,0,0
13/04/2020 12:45,0.333332986,0,0,0,0.015,0.025,0
13/04/2020 13:00,0,0,0.333332986,0,0,0,0
13/04/2020 13:15,0,0,0,0,0.015,0,0
13/04/2020 13:30,0.333332986,0,0.333332986,0,0,0,0
13/04/2020 13:45,0.02868312,0,0.00929624,0,0,0,0
13/04/2020 14:00,0,0,0,0,0.00752,0,0
13/04/2020 14:15,0,0,0.013478365,0,0,0,0
13/04/2020 14:30,0,0,0,0,0.0075372,0,0
13/04/2020 14:45,0,0,0.018265219,0,0,0,0
13/04/2020 15:00,0.01136,0,0,0,0.010036433,0.002940458,0
13/04/2020 15:15,0,0,0.01903527,0,0,0,0
13/04/2020 15:30,0,0,0,0,0.015,0,0
13/04/2020 15:45,0.027896747,0,0.014510168,0,0,0,0
13/04/2020 16:00,0,0,0,0,0.015,0,0
13/04/2020 16:15,0,0,0.021369498,0,0,0,0
13/04/2020 16:30,0,0,0,0,0.015,0,0
13/04/2020 16:45,0.065948829,0,0.047102463,0,0.015,0.007986085,0
13/04/2020 17:00,0,0,0,0,0.015,0,0
13/04/2020 17:15,0,0,0.027079534,0,0,0,0
13/04/2020 17:30,0.017039999,0,0,0,0.015,0,0
13/04/2020 17:45,0,0,0.038575567,0,0.015,0,0
13/04/2020 18:00,0.018252715,0.001188779,0,0,0.015,0,0
13/04/2020 18:15,0,0,0.001918775,0,0,0.000417135,0
13/04/2020 18:30,0,0,0,0,0,0,0
13/04/2020 18:45,0,0,0,0,0,0,0
13/04/2020 19:00,0,0,0.00332948,0,0.00094,0,0
13/04/2020 19:15,0,0,0,0,0,0,0
13/04/2020 19:30,0,0,0,0,0,0,0
13/04/2020 19:45,0,0,0.001606419,0,0,0,0
13/04/2020 20:00,0,0,0,0,0.00094,0,0
13/04/2020 20:15,0,0,0.001868278,0,0,0,0
13/04/2020 20:30,0.001399187,0,0,0,0,0,0
13/04/2020 20:45,0,0,0,0,0,0,0
13/04/2020 21:00,0,0,0.003766062,0,0.00094,0,0
13/04/2020 21:15,0,0,0,0,0,0,0
13/04/2020 21:30,0,0,0,0,0,0,0
13/04/2020 21:45,0,0,0.001705575,0,0,0,0
13/04/2020 22:00,0,0,0,0,0.00094,0,0
13/04/2020 22:15,0,0,0.0025158,0,0,0,0
13/04/2020 22:30,0,0,0,0,0,0,0
13/04/2020 22:45,0,0,0,0,0,0,0
13/04/2020 23:00,0,0,0.003331724,0,0.00094,0,0
13/04/2020 23:15,0,0,0,0,0,0,0
13/04/2020 23:30,0,0,0,0,0,0,0
13/04/2020 23:45,0,0,0.001448409,0,0,0,0
14/04/2020 00:00,0,0,0,0,0.00094,0,0
14/04/2020 00:15,0,0,0.001485719,0,0,0,0
14/04/2020 00:30,0,0,0,0,0,0,0
14/04/2020 00:45,0,0,0,0,0,0,0
14/04/2020 01:00,0,0,0.00375688,0,0.00094,0,0
14/04/2020 01:15,0,0,0,0,0,0,0
14/04/2020 01:30,0,0,0,0,0,0,0
14/04/2020 01:45,0,0,0.00185869,0,0,0,0
14/04/2020 02:00,0,0,0,0,0.00094,0,0
14/04/2020 02:15,0,0,0.001706698,0,0,0,0
14/04/2020 02:30,0.001459141,0,0,0,0,0,0
14/04/2020 02:45,0,0,0,0,0,0,0
14/04/2020 03:00,0,0,0.003329429,0,0.00094,0,0
14/04/2020 03:15,0,0,0,0,0,0,0
14/04/2020 03:30,0,0,0,0,0,0,0
14/04/2020 03:45,0,0,0.002488578,0,0,0,0
14/04/2020 04:00,0,0,0,0,0.00094,0,0
14/04/2020 04:15,0,0,0.002490315,0,0,0,0
14/04/2020 04:30,0,0,0,0,0,0,0
14/04/2020 04:45,0,0,0,0,0,0,0
14/04/2020 05:00,0,0,0.003765775,0,0.00094,0,0
14/04/2020 05:15,0,0,0,0,0,0,0
14/04/2020 05:30,0,0,0,0,0,0,0
14/04/2020 05:45,0,0,0.0015358,0,0,0,0
14/04/2020 06:00,0,0,0,0,0.00094,0,0
14/04/2020 06:15,0,0,0.008103809,0,0,0,0
14/04/2020 06:30,0,0,0,0,0.0047,0,0
14/04/2020 06:45,0.041647498,0,0.03902879,0,0,0.025,0
14/04/2020 07:00,0,0,0,0,0.0047,0,0
14/04/2020 07:15,0,0,0.012135166,0,0,0,0
14/04/2020 07:30,0,0,0,0,0.0047,0,0
14/04/2020 07:45,0,0,0.008689485,0,0,0,0
14/04/2020 08:00,0,0,0,0,0.0047,0,0
14/04/2020 08:15,0,0,0.00835467,0,0,0,0
14/04/2020 08:30,0.0071,0,0,0,0.0047,0,0
14/04/2020 08:45,0,0,0.011069394,0,0,0,0
14/04/2020 09:00,0,0,0,0,0.0047,0,0
14/04/2020 09:15,0,0,0.027673326,0,0,0,0
14/04/2020 09:30,0.017039999,0,0,0,0.015,0.025,0
14/04/2020 09:45,0,0,0.03817489,0,0.015,0,0
14/04/2020 10:00,0.017039999,0,0,0,0.015,0,0
14/04/2020 10:15,0,0,0.019819623,0,0,0,0
14/04/2020 10:30,0,0,0,0,0.015,0,0
14/04/2020 10:45,0.056192942,0,0.037887134,0,0.015,0,0
14/04/2020 11:00,0,0,0,0,0.015,0.025,0
14/04/2020 11:15,0,0,0.02060264,0,0,0,0
14/04/2020 11:30,0.017039999,0,0,0,0.015,0,0
14/04/2020 11:45,0,0,0.038186502,0,0.015,0,0
14/04/2020 12:00,0.017039999,0,0,0,0.015,0,0
14/04/2020 12:15,0,0,0.021636365,0,0,0,0
14/04/2020 12:30,0,0,0,0,0.015,0.025,0
14/04/2020 12:45,0.05715771,0,0.037587538,0,0.015,0,0
14/04/2020 13:00,0,0,0,0,0.015,0,0
14/04/2020 13:15,0,0,0.013630076,0,0,0,0
14/04/2020 13:30,0,0,0,0,0.015,0,0
14/04/2020 13:45,0.026631864,0,0.017662359,0,0,0,0
14/04/2020 14:00,0,0,0,0,0.015,0,0
14/04/2020 14:15,0,0,0.017964918,0,0,0,0
14/04/2020 14:30,0,0,0,0,0.015,0.025,0
14/04/2020 14:45,0,0,0.019337503,0,0,0,0
14/04/2020 15:00,0.011353222,0,0,0,0.015,0,0
14/04/2020 15:15,0,0,0.017834233,0,0,0,0
14/04/2020 15:30,0,0,0,0,0.015,0,0
14/04/2020 15:45,0,0,0.017961191,0,0,0,0
14/04/2020 16:00,0.01136,0,0,0,0.015,0,0
14/04/2020 16:15,0,0,0.027574418,0,0,0,0
14/04/2020 16:30,0,0,0,0,0.015,0.025,0
14/04/2020 16:45,0.198592529,0,0.038221002,0,0.015,0,0
14/04/2020 17:00,0,0,0,0,0.015,0,0
14/04/2020 17:15,0,0,0.021472741,0,0,0,0
14/04/2020 17:30,0.017039999,0,0,0,0.015,0,0
14/04/2020 17:45,0,0,0.038166266,0,0.015,0,0
14/04/2020 18:00,0.018258315,0.0012,0,0,0.015,0.025,0
14/04/2020 18:15,0,0,0.002233867,0,0,0,0
14/04/2020 18:30,0,0,0,0,0,0,0
14/04/2020 18:45,0,0,0,0,0,0,0
14/04/2020 19:00,0,0,0.003338132,0,0.00094,0,0
14/04/2020 19:15,0,0,0,0,0,0,0
14/04/2020 19:30,0,0,0,0,0,0,0
14/04/2020 19:45,0,0,0.001746868,0,0,0,0
14/04/2020 20:00,0,0,0,0,0.00094,0,0
14/04/2020 20:15,0,0,0.001745318,0,0,0,0
14/04/2020 20:30,0,0,0,0,0,0,0
14/04/2020 20:45,0,0,0,0,0,0,0
14/04/2020 21:00,0,0,0.003743728,0,0.00094,0,0
14/04/2020 21:15,0.001438479,0,0,0,0,0,0
14/04/2020 21:30,0,0,0,0,0,0,0
14/04/2020 21:45,0,0,0.002543419,0,0,0,0
14/04/2020 22:00,0,0,0,0,0.00094,0,0
14/04/2020 22:15,0,0,0.002474813,0,0,0,0
14/04/2020 22:30,0,0,0,0,0,0,0
14/04/2020 22:45,0,0,0,0,0,0,0
14/04/2020 23:00,0,0,0.003386849,0,0.00094,0,0
14/04/2020 23:15,0,0,0,0,0,0,0
14/04/2020 23:30,0,0,0,0,0,0,0
14/04/2020 23:45,0,0,0.001750098,0,0,0,0
15/04/2020 00:00,0,0,0,0,0.00094,0,0
15/04/2020 00:15,0,0,0.002467888,0,0,0,0
15/04/2020 00:30,0,0,0,0,0,0,0
15/04/2020 00:45,0,0,0,0,0,0,0
15/04/2020 01:00,0,0,0.003410677,0,0.00094,0,0
15/04/2020 01:15,0,0,0,0,0,0,0
15/04/2020 01:30,0,0,0,0,0,0,0
15/04/2020 01:45,0,0,0.002422911,0,0,0,0
15/04/2020 02:00,0,0,0,0,0.00094,0,0
15/04/2020 02:15,0,0,0.002488206,0,0,0,0
15/04/2020 02:30,0,0,0,0,0,0,0
15/04/2020 02:45,0,0,0,0,0,0,0
15/04/2020 03:00,0,0,0.001853202,0,0.00094,0,0
15/04/2020 03:15,0.001420499,0,0,0,0,0,0
15/04/2020 03:30,0,0,0,0,0,0,0
15/04/2020 03:45,0,0,0.001624563,0,0,0,0
15/04/2020 04:00,0,0,0,0,0.00094,0,0
15/04/2020 04:15,0,0,0.001625055,0,0,0,0
15/04/2020 04:30,0,0,0,0,0,0,0
15/04/2020 04:45,0,0,0,0,0,0,0
15/04/2020 05:00,0,0,0.003480915,0,0.00094,0,0
15/04/2020 05:15,0,0,0,0,0,0,0
15/04/2020 05:30,0,0,0,0,0,0,0
15/04/2020 05:45,0,0,0.001586477,0,0,0,0
15/04/2020 06:00,0,0,0,0,0.00094,0,0
15/04/2020 06:15,0,0,0.012135136,0,0,0,0
15/04/2020 06:30,0,0,0,0,0.015,0.025,0
15/04/2020 06:45,0,0,0.01101916,0,0,0,0
15/04/2020 07:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 07:15,0,0,0.008256618,0,0,0,0
15/04/2020 07:30,0,0,0,0,0.015,0,0
15/04/2020 07:45,0,0,0.008169971,0,0,0,0
15/04/2020 08:00,0,0,0,0,0.015,0,0
15/04/2020 08:15,0,0,0.012025354,0,0,0,0
15/04/2020 08:30,0.333332986,0,0,0,0.015,0,0
15/04/2020 08:45,0,0,0.012229864,0,0,0,0
15/04/2020 09:00,0,0,0,0,0.015,0,0
15/04/2020 09:15,0,0,0.020646827,0,0,0,0
15/04/2020 09:30,0.333332986,0,0,0,0.015,0.025,0
15/04/2020 09:45,0,0,0,0,0.015,0.004257624,0
15/04/2020 10:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 10:15,0,0,0.021757618,0,0,0,0
15/04/2020 10:30,0,0,0,0,0.015,0,0
15/04/2020 10:45,0.333332986,0,0.044827729,0,0.015,0,0
15/04/2020 11:00,0,0,0,0,0.015,0,0
15/04/2020 11:15,0,0,0.048542459,0,0,0.025,0
15/04/2020 11:30,0.333332986,0,0,0,0.015,0,0
15/04/2020 11:45,0,0,0.036567368,0,0.015,0,0
15/04/2020 12:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 12:15,0,0,0.027292123,0,0,0,0
15/04/2020 12:30,0,0,0,0,0.015,0,0
15/04/2020 12:45,0.333332986,0,0.064297006,0,0.015,0.025,0
15/04/2020 13:00,0,0,0,0,0.015,0,0
15/04/2020 13:15,0,0,0.014303098,0,0,0,0
15/04/2020 13:30,0,0,0,0,0.015,0,0
15/04/2020 13:45,0,0,0.014577997,0,0,0,0
15/04/2020 14:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 14:15,0,0,0.017381132,0,0,0,0
15/04/2020 14:30,0,0,0,0,0.015,0,0
15/04/2020 14:45,0,0,0.035754804,0,0,0.025,0
15/04/2020 15:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 15:15,0,0,0.0137021,0,0,0,0
15/04/2020 15:30,0,0,0,0,0.015,0,0
15/04/2020 15:45,0,0,0.0137021,0,0,0,0
15/04/2020 16:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 16:15,0,0,0.323095798,0,0.015,0,0
15/04/2020 16:30,0.333332986,0,0,0,0,0,0
15/04/2020 16:45,0,0,0.065506592,0,0.015,0.025,0
15/04/2020 17:00,0.333332986,0,0,0,0.015,0.01302069,0
15/04/2020 17:15,0,0,0.333332986,0,0.015,0,0
15/04/2020 17:30,0.333332986,0,0,0,0,0,0
15/04/2020 17:45,0,0.272222996,0,0,0.015,0,0
15/04/2020 18:00,0.333332986,0,0,0,0.015,0,0
15/04/2020 18:15,0,0,0.001520373,0,0,0,0
15/04/2020 18:30,0,0,0,0,0,0,0
15/04/2020 18:45,0,0,0,0,0,0,0
15/04/2020 19:00,0,0,0.019444641,0,0.015,0,0
15/04/2020 19:15,0,0,0,0,0,0,0
15/04/2020 19:30,0,0,0,0,0,0,0
15/04/2020 19:45,0,0,0.001518339,0,0,0,0
15/04/2020 20:00,0,0,0,0,0.015,0,0
15/04/2020 20:15,0,0,0.002470869,0,0,0,0
15/04/2020 20:30,0,0,0,0,0,0,0
15/04/2020 20:45,0,0,0,0,0,0,0
15/04/2020 21:00,0,0,0.017000001,0,0.015,0,0
15/04/2020 21:15,0,0,0,0,0,0,0
15/04/2020 21:30,0,0,0,0,0,0,0
15/04/2020 21:45,0,0,0.333332986,0,0,0,0
15/04/2020 22:00,0,0,0,0,0.015,0,0
15/04/2020 22:15,0,0,0,0,0.00094,0,0
15/04/2020 22:30,0,0,0.002549612,0,0,0,0
15/04/2020 22:45,0,0,0,0,0,0,0
15/04/2020 23:00,0,0,0,0,0,0.000340036,0
15/04/2020 23:15,0,0,0.002482889,0,0.00094,0,0
15/04/2020 23:30,0.001419595,0,0,0,0,0,0
15/04/2020 23:45,0,0,0,0,0,0,0
16/04/2020 00:00,0,0,0.002269491,0,0,0,0
16/04/2020 00:15,0,0,0,0,0.00094,0,0
