;relatie_code;storing_idnummer;storing_melddatum;storing_medium;storing_materiaal;storing_type;storing_type_hulpstuk;storing_aanlegjaar;storing_wanddikte;storing_diameter;storing_bomen;storing_relining;storing_relining_jaar;storing_kathodische_bescherming;storing_pmax;storing_pdifference;storing_lengte_scheur;storing_grond_dekking;storing_verkeersdrempels;storing_drempelafstand;storing_verschijningsvorm;storing_bescherminginwendig;storing_soortoorzaak;storing_oorzaak1spontanestoring;storing_oorzaak2spontanestoring;storing_oorzaakinternebedrijfsvoering;storing_storendobject;Unnamed: 29
800;A;-;2015-05-11;-;MAT_AC;-;-;1980;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
906;A;-;2015-05-28;-;MAT_AC;TYP_NTRV_STEEK;-;1951;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
792;A;-;2015-05-08;-;MAT_AC;-;-;1973;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1755;B;-;2015-09-16;-;MAT_AC;-;-;1958;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1358;B;-;2015-07-21;-;MAT_ST;-;-;1969;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1492;B;-;2015-08-06;-;MAT_ST;-;-;1929;;125;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
937;B;-;2015-06-01;-;MAT_ST;-;-;1942;;175;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1513;B;-;2015-08-11;-;MAT_AC;-;-;1979;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
733;B;-;2015-04-28;-;MAT_ST;-;-;1961;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2249;A;-;2015-12-10;-;MAT_PE100;-;-;2014;4.6;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1733;B;-;2015-09-10;-;MAT_ST;-;-;1958;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
903;B;-;2015-05-28;-;MAT_ST;-;-;1960;;80;BOM_NEE;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
1134;A;-;2015-06-26;-;MAT_AC;-;-;1958;15;150;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1938;B;-;2015-10-19;-;MAT_AC;-;-;1955;24;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1843;A;-;2015-10-01;-;MAT_AC;-;-;1976;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1325;B;-;2015-07-16;-;MAT_AC;-;-;1970;18;125;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
27;B;-;2015-01-07;-;MAT_AC;-;-;1963;;250;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1851;A;-;2015-10-02;-;MAT_PE80;TYP_AND;-;1974;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_LAS;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
659;B;-;2015-04-14;-;MAT_NG;TYP_TRV_STEEK;-;2009;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
977;B;-;2015-06-08;-;MAT_ST;-;-;1957;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1997;A;-;2015-10-27;-;MAT_AC;-;-;1986;15;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2298;A;-;2015-12-21;-;MAT_AC;-;-;1962;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2009;B;-;2015-10-29;-;MAT_AC;-;-;1973;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
592;A;-;2015-04-03;-;MAT_PVC;TYP_TRV_STEEK;-;2005;;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2042;B;-;2015-11-05;-;MAT_ST;-;-;1957;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
1142;A;-;2015-06-29;-;MAT_AC;-;-;1953;17;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
111;B;-;2015-01-19;-;MAT_AC;-;-;1963;16;150;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1531;B;-;2015-08-13;-;MAT_AC;-;-;1978;;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
1247;B;-;2015-07-09;-;MAT_ST;-;-;1957;;80;BOM_NEE;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
1165;B;-;2015-07-01;-;MAT_ST;-;-;1959;;150;BOM_JA;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
963;A;-;2015-06-05;-;MAT_AC;TYP_NTRV_STEEK;-;1972;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
199;A;-;2015-01-28;-;MAT_AC;-;-;1979;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
850;A;-;2015-05-19;-;MAT_GG;-;-;1925;12;250;BOM_JA;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;BI_GG_CL;ORZ_SPONTAAN;;ORZ_SPON2_AANT;;BUIS;
1028;A;-;2015-06-15;-;MAT_AC;-;-;1958;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1982;A;-;2015-10-26;-;MAT_PVC;-;-;1974;3.3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
917;A;-;2015-05-29;-;MAT_AC;-;-;1969;12;50;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1597;B;-;2015-08-23;-;MAT_AC;-;-;1962;;125;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1941;B;-;2015-10-19;-;MAT_AC;-;-;1971;17;100;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
2091;A;-;2015-11-12;-;MAT_AC;TYP_NTRV_STEEK;-;1987;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1035;A;-;2015-06-16;-;MAT_AC;-;-;1975;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
489;A;-;2015-03-18;-;MAT_AC;-;-;1962;19;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
92;A;-;2015-01-16;-;MAT_PE80;-;-;2015;3.8;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1363;A;-;2015-07-21;-;MAT_PVC;-;-;1995;6.2;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
317;A;-;2015-02-13;-;MAT_PE_AND;-;-;1961;Onbekend;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
779;A;-;2015-05-06;-;MAT_AC;-;-;1950;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1112;B;-;2015-06-24;-;MAT_ST;-;-;1964;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
226;A;-;2015-02-01;-;MAT_GG;-;-;1968;9;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1402;A;-;2015-07-25;-;MAT_AC;-;-;1958;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
196;B;-;2015-01-28;-;MAT_AC;TYP_AND;-;1964;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
667;A;-;2015-04-15;-;MAT_AC;TYP_NTRV_STEEK;-;1961;;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1759;A;-;2015-09-17;-;MAT_AC;-;-;1961;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
313;B;-;2015-02-13;-;MAT_PVCV;-;-;2014;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_EXTERN;;;;BUIS;
1799;A;-;2015-09-23;-;MAT_AC;-;-;1985;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
755;A;-;2015-05-01;-;MAT_AC;-;-;1976;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
582;A;-;2015-04-02;-;MAT_AC;-;-;1967;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2129;B;-;2015-11-19;-;MAT_AC;-;-;1960;13;125;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
1627;A;-;2015-08-27;-;MAT_GG;TYP_LMOF;-;1950;;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;VERB_SCHEUR;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2054;A;-;2015-11-06;-;MAT_AC;-;-;1937;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
521;B;-;2015-03-23;-;MAT_AC;TYP_NTRV_STEEK;-;1962;;250;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_EXTERN;;;;VERB;
2339;B;-;2015-12-30;-;MAT_AC;TYP_AND;-;1957;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
529;A;-;2015-03-24;-;MAT_AC;TYP_NTRV_STEEK;-;1961;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
298;A;-;2015-02-11;-;MAT_AC;-;-;1964;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1612;A;-;2015-08-25;-;MAT_AC;-;-;1984;15;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
675;B;-;2015-04-16;-;MAT_GG;-;-;1968;;150;BOM_NEE;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;;;;BUIS;
1206;A;-;2015-07-06;-;MAT_AC;-;-;1961;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1423;B;-;2015-07-27;-;MAT_AC;-;-;1978;;100;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
930;B;-;2015-06-01;-;MAT_AC;TYP_AND;-;1978;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1861;A;-;2015-10-04;-;MAT_AC;-;-;1977;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1692;B;-;2015-09-07;-;MAT_AC;TYP_AND;-;1979;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
517;B;-;2015-03-22;-;MAT_AC;-;-;1964;;125;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
520;B;-;2015-03-23;-;MAT_PVCV;-;-;2008;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1359;B;-;2015-07-21;-;MAT_ST;-;-;1967;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
449;B;-;2015-03-11;-;MAT_AC;-;-;1978;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
391;B;-;2015-02-27;-;MAT_AC;-;-;1970;;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
642;B;-;2015-04-12;-;MAT_PVCV;TYP_TRV_STEEK;-;2009;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1116;B;-;2015-06-24;-;MAT_GG;-;-;1964;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;REPAR;
1511;A;-;2015-08-11;-;MAT_AC;-;-;1954;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
727;B;-;2015-04-26;-;MAT_ST;-;-;1961;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1405;A;-;2015-07-25;-;MAT_AC;-;-;1981;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
993;B;-;2015-06-10;-;MAT_AC;TYP_AND;-;1970;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
892;B;-;2015-05-26;-;MAT_ST;TYP_FLENS;-;1966;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
480;A;-;2015-03-17;-;MAT_GG;TYP_AND;-;1979;;275;BOM_JA;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;VERB_AND;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
108;B;-;2015-01-18;-;MAT_AC;-;-;1965;18;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
790;B;-;2015-05-07;-;MAT_PVC;-;-;1974;;63;BOM_JA;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1001;B;-;2015-06-11;-;MAT_AC;-;-;1977;;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
828;B;-;2015-05-14;-;MAT_ST;-;-;1927;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1965;B;-;2015-10-22;-;MAT_GG;-;-;1968;;150;BOM_NEE;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2258;B;-;2015-12-12;-;MAT_GG;-;-;1955;;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_GEEN;ORZ_SPONTAAN;;;;BUIS;
1250;B;-;2015-07-09;-;MAT_ST;-;-;1931;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
14;A;-;2015-01-06;-;MAT_AC;TYP_NTRV_STEEK;-;1952;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1108;B;-;2015-06-23;-;MAT_AC;TYP_AND;-;1965;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1400;A;-;2015-07-25;-;MAT_AC;TYP_NTRV_STEEK;-;1969;;250;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2251;B;-;2015-12-10;-;MAT_AC;TYP_NTRV_STEEK;-;1966;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
1928;B;-;2015-10-16;-;MAT_AC;TYP_AND;-;1958;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;;;;VERB;
1347;B;-;2015-07-18;-;MAT_PVCV;TYP_TRV_STEEK;-;2013;;250;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
1317;B;-;2015-07-16;-;MAT_ST;-;-;1926;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
964;B;-;2015-06-05;-;MAT_AC;-;-;1981;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
1246;B;-;2015-07-09;-;MAT_AC;-;-;1976;;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
