,index,Unnamed: 0,relatie_code,storing_idnummer,storing_melddatum,storing_medium,storing_materiaal,storing_type,storing_type_hulpstuk,storing_aanlegjaar,storing_wanddikte,storing_diameter,storing_bomen,storing_relining,storing_relining_jaar,storing_kathodische_bescherming,storing_pmax,storing_pdifference,storing_lengte_scheur,storing_grond_dekking,storing_verkeersdrempels,storing_drempelafstand,storing_verschijningsvorm,storing_bescherminginwendig,storing_soortoorzaak,storing_oorzaak1spontanestoring,storing_oorzaak2spontanestoring,storing_oorzaakinternebedrijfsvoering,storing_storendobject,Unnamed: 29,age_at_failure,construction_year_vs_graph_year
0,0,418,C,-,2010-03-05 00:00:00,-,MAT_GG,TYP_LMOF,-,1975-01-01,9,80.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,35.17316906228611,44.99931553730322
1,1,978,B,-,2010-06-03 00:00:00,-,MAT_ST,-,-,1954-01-01,,80.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,-,,56.41889117043121,65.99863107460644
2,2,359,A,-,2010-02-24 00:00:00,-,MAT_PVC,-,-,1990-01-01,4.7,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,20.147843942505133,29.998631074606433
4,4,444,A,-,2010-03-10 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1960-01-01,,50.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,50.18754277891855,60.0
7,7,2441,B,-,2010-11-19 00:00:00,-,MAT_AC,-,-,1963-01-01,,160.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,47.88227241615332,56.99931553730322
8,8,672,B,-,2010-04-16 00:00:00,-,MAT_AC,-,-,1969-01-01,,50.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.28678986995209,50.997946611909654
9,9,2385,B,-,2010-11-15 00:00:00,-,MAT_AC,-,-,1955-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,55.87132101300479,64.99931553730322
10,10,1518,B,-,2010-07-19 00:00:00,-,MAT_AC,-,-,1968-01-01,,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,42.54620123203286,52.0
11,11,2183,A,-,2010-10-15 00:00:00,-,MAT_AC,-,-,1990-01-01,15,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,20.78576317590691,29.998631074606433
12,12,2464,A,-,2010-11-22 00:00:00,-,MAT_AC,-,-,1982-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,28.889801505817932,37.998631074606436
13,13,2150,B,-,2010-10-13 00:00:00,-,MAT_AC,-,-,1964-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,46.78165639972622,56.0
14,14,2493,B,-,2010-11-25 00:00:00,-,MAT_ST,-,-,1967-01-01,,100.0,BOM_JA,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,43.898699520876114,52.99931553730322
15,15,690,A,-,2010-04-20 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1977-01-01,,110.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,33.29774127310061,42.997946611909654
16,16,1183,B,-,2010-06-26 00:00:00,-,MAT_AC,-,-,1959-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,51.48254620123203,60.99931553730322
18,18,1607,B,-,2010-07-30 00:00:00,-,MAT_AC,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,48.57494866529774,57.998631074606436
19,19,974,A,-,2010-06-03 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1959-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,51.419575633128,60.99931553730322
20,20,2266,B,-,2010-10-27 00:00:00,-,MAT_ST,-,-,1950-01-01,3,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,60.818617385352496,69.99863107460644
21,21,1594,A,-,2010-07-28 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1965-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,,,,VERB,,45.568788501026695,54.997946611909654
23,23,1504,B,-,2010-07-18 00:00:00,-,MAT_AC,-,-,1983-01-01,,100.0,BOM_JA,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,27.54277891854894,36.99931553730322
26,26,1340,A,-,2010-07-10 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1947-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,63.520876112251884,72.99931553730322
27,27,2364,A,-,2010-11-10 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1963-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,47.85763175906913,56.99931553730322
28,28,2388,B,-,2010-11-15 00:00:00,-,MAT_ST,-,-,1928-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,82.87200547570157,92.0
29,29,2655,A,-,2010-12-10 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1968-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,42.940451745379875,52.0
30,30,854,A,-,2010-05-12 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1959-01-01,,50.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,,,,VERB,,51.35934291581109,60.99931553730322
31,31,1523,B,-,2010-07-19 00:00:00,-,MAT_ST,-,-,1939-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,71.54551676933607,80.99931553730322
33,33,1987,B,-,2010-09-21 00:00:00,-,MAT_AC,-,-,1957-01-01,,125.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,53.719370294318956,62.997946611909654
35,35,636,A,-,2010-04-13 00:00:00,-,MAT_AC,-,-,1949-01-01,19,200.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,61.27857631759069,70.99794661190965
36,36,2443,A,-,2010-11-20 00:00:00,-,MAT_AC,-,-,1961-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,49.883641341546884,58.997946611909654
37,37,1077,C,-,2010-06-15 00:00:00,-,MAT_BET,TYP_AND,-,1961-01-01,58,500.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,49.451060917180016,58.997946611909654
38,38,1338,B,-,2010-07-10 00:00:00,-,MAT_AC,-,-,1962-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,48.5201916495551,57.998631074606436
39,39,956,C,-,2010-05-31 00:00:00,-,MAT_NG,TYP_AND,-,1992-01-01,9,152.0,BOM_ONB,-,-1,BU_NG_ONB,-1,-1,-,-,-,-,-,BI_NG_CL,ORZ_SPONTAAN,,,,BUIS,,18.412046543463383,28.0
41,41,166,A,-,2010-01-22 00:00:00,-,MAT_AC,-,-,1982-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,28.057494866529773,37.998631074606436
42,42,2472,A,-,2010-11-23 00:00:00,-,MAT_PE,TYP_AND,-,1986-01-01,,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,24.892539356605067,33.998631074606436
43,43,1327,A,-,2010-07-09 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1947-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,63.51813826146475,72.99931553730322
44,44,91,C,-,2010-01-13 00:00:00,-,MAT_GG,TYP_AND,-,1974-01-01,8,128.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,36.03285420944559,45.998631074606436
45,45,936,B,-,2010-05-27 00:00:00,-,MAT_ST,-,-,1930-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,80.39972621492129,89.99863107460644
47,47,1439,B,-,2010-07-15 00:00:00,-,MAT_AC,-,-,1969-01-01,,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.53319644079398,50.997946611909654
48,48,1476,B,-,2010-07-16 00:00:00,-,MAT_AC,-,-,1964-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,46.53798767967146,56.0
49,49,1177,B,-,2010-06-25 00:00:00,-,MAT_AC,-,-,1958-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,52.479123887748116,61.998631074606436
51,51,2169,B,-,2010-10-14 00:00:00,-,MAT_AC,-,-,1989-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,REPAR,,21.782340862423,30.99794661190965
52,52,1489,B,-,2010-07-16 00:00:00,-,MAT_ST,-,-,1956-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,54.53798767967146,64.0
53,53,756,C,-,2010-04-28 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1977-01-01,4,103.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,33.319644079397676,42.997946611909654
54,54,863,A,-,2010-05-14 00:00:00,-,MAT_PE,TYP_AND,-,2002-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,8.36413415468857,17.998631074606433
55,55,691,C,-,2010-04-20 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1984-01-01,6,188.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,26.299794661190965,36.0
56,56,25,C,-,2010-01-04 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1973-01-01,9,297.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,37.007529089664615,46.997946611909654
57,57,66,A,-,2010-01-11 00:00:00,-,MAT_AC,-,-,1973-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,37.02669404517454,46.997946611909654
58,58,2799,A,-,2010-12-29 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1979-01-01,,200.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,31.991786447638603,40.99931553730322
59,59,1328,A,-,2010-07-09 00:00:00,-,MAT_AC,-,-,1961-01-01,12,50.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,49.516769336071185,58.997946611909654
62,62,2459,B,-,2010-11-22 00:00:00,-,MAT_PVC,-,-,1974-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,36.889801505817935,45.998631074606436
63,63,1654,C,-,2010-08-06 00:00:00,-,MAT_GG,TYP_LMOF,-,1954-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,56.59411362080767,65.99863107460644
64,64,2706,A,-,2010-12-17 00:00:00,-,MAT_GG,-,-,1946-01-01,9.5,125.0,BOM_JA,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,BI_GG_GEEN,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,64.95824777549623,73.99863107460644
65,65,1544,B,-,2010-07-22 00:00:00,-,MAT_ST,-,-,1966-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,44.55304585900068,53.998631074606436
66,66,1202,B,-,2010-06-29 00:00:00,-,MAT_ST,-,-,1967-01-01,,100.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,43.49075975359343,52.99931553730322
69,69,757,C,-,2010-04-28 00:00:00,-,MAT_PE_AND,TYP_AND,-,2010-01-01,7,49.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,0.3203285420944558,9.998631074606434
70,70,75,B,-,2010-01-12 00:00:00,-,MAT_AC,-,-,1972-01-01,,160.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,38.03148528405202,48.0
71,71,2716,C,-,2010-12-19 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1982-01-01,4,118.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,28.9637234770705,37.998631074606436
74,74,2660,C,-,2010-12-10 00:00:00,-,MAT_GG,TYP_LMOF,-,1939-01-01,9,100.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,71.93976728268309,80.99931553730322
75,75,1144,B,-,2010-06-22 00:00:00,-,MAT_ST,-,-,1962-01-01,,50.0,BOM_ONB,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,48.47091033538672,57.998631074606436
76,76,168,A,-,2010-01-22 00:00:00,-,MAT_GG,-,-,1971-01-01,9,80.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,39.058179329226554,48.99931553730322
77,77,545,C,-,2010-03-25 00:00:00,-,MAT_PE_AND,TYP_AND,-,2010-01-01,7,49.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,0.2272416153319644,9.998631074606434
78,78,2400,A,-,2010-11-16 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1963-01-01,,300.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,47.87405886379192,56.99931553730322
79,79,495,A,-,2010-03-18 00:00:00,-,MAT_AC,-,-,1960-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,50.209445585215605,60.0
80,80,954,B,-,2010-05-31 00:00:00,-,MAT_ST,-,-,1951-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,59.4113620807666,68.99931553730322
81,81,2346,A,-,2010-11-07 00:00:00,-,MAT_PE,TYP_AND,-,1965-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,45.84804928131417,54.997946611909654
82,82,40,C,-,2010-01-06 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1983-01-01,4,118.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,27.014373716632445,36.99931553730322
83,83,1479,B,-,2010-07-16 00:00:00,-,MAT_AC,-,-,1957-01-01,,100.0,BOM_JA,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,53.53593429158111,62.997946611909654
84,84,2523,A,-,2010-11-29 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1977-01-01,,300.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,,,,VERB,,33.908281998631075,42.997946611909654
86,86,2620,A,-,2010-12-08 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1955-01-01,,150.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,55.93429158110883,64.99931553730322
88,88,1678,B,-,2010-08-10 00:00:00,-,MAT_AC,-,-,1979-01-01,12,200.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,31.60574948665298,40.99931553730322
89,89,391,B,-,2010-03-02 00:00:00,-,MAT_AC,-,-,1950-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,60.16427104722793,69.99863107460644
90,90,1123,A,-,2010-06-19 00:00:00,-,MAT_AC,-,-,1968-01-01,onbekend,125.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,42.46406570841889,52.0
91,91,2445,A,-,2010-11-20 00:00:00,-,MAT_AC,-,-,1955-01-01,12,50.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,55.885010266940455,64.99931553730322
92,92,1386,B,-,2010-07-13 00:00:00,-,MAT_AC,-,-,1961-01-01,,200.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,49.52772073921971,58.997946611909654
93,93,2166,A,-,2010-10-14 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1954-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,,,,VERB,,56.78302532511978,65.99863107460644
94,94,1713,B,-,2010-08-16 00:00:00,-,MAT_ST,-,-,1957-01-01,,250.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,53.620807665982205,62.997946611909654
95,95,1044,B,-,2010-06-11 00:00:00,-,MAT_GG,-,-,1970-01-01,,100.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,40.440793976728266,49.998631074606436
96,96,1091,B,-,2010-06-17 00:00:00,-,MAT_ST,-,-,1953-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,57.45653661875428,66.99794661190965
101,101,1103,A,-,2010-06-17 00:00:00,-,MAT_AC,-,-,1968-01-01,onbekend,125.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,42.458590006844624,52.0
102,102,435,C,-,2010-03-09 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1974-01-01,4,118.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,36.18343600273785,45.998631074606436
103,103,1933,B,-,2010-09-14 00:00:00,-,MAT_ST,-,-,1932-01-01,,80.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,78.70225872689939,88.0
105,105,1335,B,-,2010-07-10 00:00:00,-,MAT_ST,-,-,1929-01-01,,125.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,81.51950718685832,90.99794661190965
106,106,1667,A,-,2010-08-09 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1999-01-01,,315.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,11.603011635865846,20.999315537303218
108,108,2479,B,-,2010-11-24 00:00:00,-,MAT_ST,-,-,1956-01-01,,50.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,54.89664613278576,64.0
109,109,1016,A,-,2010-06-08 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1959-01-01,,150.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,51.43326488706366,60.99931553730322
110,110,1218,C,-,2010-06-30 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,2009-01-01,4,118.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,1.4921286789869952,10.99794661190965
112,112,1777,B,-,2010-08-25 00:00:00,-,MAT_ST,-,-,1958-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,52.64613278576318,61.998631074606436
114,114,1241,A,-,2010-07-01 00:00:00,-,MAT_GG,-,-,1964-01-01,10,150.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,46.496919917864474,56.0
115,115,2175,B,-,2010-10-14 00:00:00,-,MAT_ST,-,-,1960-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.784394250513344,60.0
117,117,334,A,-,2010-02-19 00:00:00,-,MAT_PE,TYP_AND,-,1998-01-01,,40.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,12.134154688569472,21.998631074606433
118,118,2048,B,-,2010-09-29 00:00:00,-,MAT_PVC,-,-,1992-01-01,10,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,18.743326488706366,28.0
120,120,2700,A,-,2010-12-16 00:00:00,-,MAT_AC,-,-,1943-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,67.95619438740589,76.99931553730322
121,121,1151,B,-,2010-06-23 00:00:00,-,MAT_ST,-,-,1952-01-01,,125.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,58.47501711156742,68.0
122,122,1782,A,-,2010-08-25 00:00:00,-,MAT_AC,-,-,1936-01-01,12,50.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,74.64750171115674,84.0
