,index,Unnamed: 0,relatie_code,storing_idnummer,storing_melddatum,storing_medium,storing_materiaal,storing_type,storing_type_hulpstuk,storing_aanlegjaar,storing_wanddikte,storing_diameter,storing_bomen,storing_relining,storing_relining_jaar,storing_kathodische_bescherming,storing_pmax,storing_pdifference,storing_lengte_scheur,storing_grond_dekking,storing_verkeersdrempels,storing_drempelafstand,storing_verschijningsvorm,storing_bescherminginwendig,storing_soortoorzaak,storing_oorzaak1spontanestoring,storing_oorzaak2spontanestoring,storing_oorzaakinternebedrijfsvoering,storing_storendobject,Unnamed: 29,age_at_failure,construction_year_vs_graph_year
1947,36,1272,B,-,2017-08-30 00:00:00,-,MAT_ST,-,-,1967-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.6611909650924,52.99931553730322
1948,37,265,B,-,2017-02-16 00:00:00,-,MAT_ST,-,-,1930-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,87.12662559890487,89.99863107460644
1949,38,1608,B,-,2017-10-26 00:00:00,-,MAT_AC,-,-,1973-01-01,,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,44.81587953456537,46.997946611909654
1950,39,1738,B,-,2017-11-21 00:00:00,-,MAT_ST,-,-,1949-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,68.8870636550308,70.99794661190965
1951,40,85,B,-,2017-01-16 00:00:00,-,MAT_AC,-,-,1970-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,47.04175222450377,49.998631074606436
1952,41,810,B,-,2017-06-17 00:00:00,-,MAT_ST,-,-,1952-01-01,,80.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,65.45927446954141,68.0
1953,42,772,B,-,2017-06-11 00:00:00,-,MAT_ST,-,-,1960-01-01,,100.0,BOM_JA,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,57.44284736481862,60.0
1954,43,1335,B,-,2017-09-10 00:00:00,-,MAT_AC,-,-,1969-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,48.68993839835729,50.997946611909654
1955,44,1838,B,-,2017-12-12 00:00:00,-,MAT_AC,TYP_AND,-,1973-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,VERB,,44.94455852156057,46.997946611909654
1956,45,196,B,-,2017-01-31 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1970-01-01,,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,47.082819986310746,49.998631074606436
1957,46,1021,B,-,2017-07-18 00:00:00,-,MAT_PVC,TYP_AND,-,1995-01-01,,110.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,VERB,,22.543463381245722,24.999315537303218
1958,47,1041,B,-,2017-07-21 00:00:00,-,MAT_ST,-,-,1962-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,55.55099247091034,57.998631074606436
1959,48,674,B,-,2017-05-29 00:00:00,-,MAT_PVC,-,-,1978-01-01,2.0,63.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,39.40588637919233,41.998631074606436
1960,49,1207,B,-,2017-08-22 00:00:00,-,MAT_ST,-,-,1971-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,46.639288158795345,48.99931553730322
1961,50,1405,B,-,2017-09-21 00:00:00,-,MAT_AC,-,-,1971-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,46.72142368240931,48.99931553730322
1962,51,1826,B,-,2017-12-10 00:00:00,-,MAT_AC,-,-,1979-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,38.940451745379875,40.99931553730322
1963,52,635,B,-,2017-05-20 00:00:00,-,MAT_AC,-,-,1965-01-01,15.0,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,52.380561259411365,54.997946611909654
1964,53,651,B,-,2017-05-23 00:00:00,-,MAT_ST,-,-,1963-01-01,,100.0,BOM_JA,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,54.390143737166326,56.99931553730322
1965,54,1078,B,-,2017-07-28 00:00:00,-,MAT_ST,-,-,1970-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,47.57015742642026,49.998631074606436
1966,55,852,B,-,2017-06-22 00:00:00,-,MAT_ST,-,-,1921-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,96.47091033538672,98.99794661190965
1967,56,1055,B,-,2017-07-24 00:00:00,-,MAT_ST,-,-,1963-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,54.559890485968516,56.99931553730322
1968,57,1378,B,-,2017-09-16 00:00:00,-,MAT_AC,-,-,1958-01-01,,125.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,59.70704996577687,61.998631074606436
1969,58,377,B,-,2017-03-14 00:00:00,-,MAT_ST,-,-,1965-01-01,,80.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_GEEN,ORZ_SPONTAAN,,,,BUIS,,52.19712525667351,54.997946611909654
1970,59,1014,B,-,2017-07-17 00:00:00,-,MAT_AC,-,-,1975-01-01,18.0,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,42.54072553045859,44.99931553730322
1971,60,1034,B,-,2017-07-19 00:00:00,-,MAT_AC,-,-,1964-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,53.54688569472964,56.0
1973,62,1139,B,-,2017-08-08 00:00:00,-,MAT_ST,-,-,1948-01-01,,80.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,69.60164271047228,72.0
1974,63,214,B,-,2017-02-04 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1975-01-01,,90.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,,,,VERB,,42.09445585215606,44.99931553730322
1975,64,978,B,-,2017-07-12 00:00:00,-,MAT_ST,-,-,1960-01-01,,100.0,BOM_JA,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,57.52772073921971,60.0
1976,65,1157,B,-,2017-08-11 00:00:00,-,MAT_ST,-,-,1963-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,54.60917180013689,56.99931553730322
1977,66,708,B,-,2017-06-02 00:00:00,-,MAT_ST,-,-,1953-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,64.41615331964408,66.99794661190965
1978,67,718,B,-,2017-06-03 00:00:00,-,MAT_ST,-,-,1952-01-01,,80.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,65.42094455852155,68.0
1979,68,20,B,-,2017-01-05 00:00:00,-,MAT_AC,-,-,1962-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,55.011635865845314,57.998631074606436
1980,69,1165,B,-,2017-08-13 00:00:00,-,MAT_PVCV,TYP_NTRV_STEEK,-,2010-01-01,,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,,,,VERB,,7.613963039014374,9.998631074606434
1982,71,1560,B,-,2017-10-16 00:00:00,-,MAT_ST,TYP_FLENS,-,1983-01-01,,400.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,VERB,,34.789869952087614,36.99931553730322
1983,72,650,B,-,2017-05-23 00:00:00,-,MAT_AC,-,-,1965-01-01,,50.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,52.388774811772755,54.997946611909654
1984,73,1691,B,-,2017-11-10 00:00:00,-,MAT_ST,-,-,1955-01-01,,100.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,62.85831622176591,64.99931553730322
1985,74,625,B,-,2017-05-18 00:00:00,-,MAT_ST,-,-,1911-01-01,,300.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,106.37645448323066,108.99931553730322
1986,75,1307,B,-,2017-09-05 00:00:00,-,MAT_AC,-,-,1983-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,34.677618069815196,36.99931553730322
1987,76,748,B,-,2017-06-07 00:00:00,-,MAT_ST,-,-,1951-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,66.43121149897331,68.99931553730322
1988,77,769,B,-,2017-06-11 00:00:00,-,MAT_ST,-,-,1970-01-01,,100.0,BOM_ONB,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,47.441478439425055,49.998631074606436
1989,78,1758,B,-,2017-11-24 00:00:00,-,MAT_GG,-,-,1951-01-01,,200.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,66.89664613278576,68.99931553730322
1990,79,1049,B,-,2017-07-22 00:00:00,-,MAT_ST,-,-,1966-01-01,,150.0,BOM_ONB,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,51.553730321697465,53.998631074606436
1991,80,171,B,-,2017-01-25 00:00:00,-,MAT_GG,-,-,1949-01-01,,100.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,68.06570841889118,70.99794661190965
1992,81,861,B,-,2017-06-23 00:00:00,-,MAT_ST,-,-,1960-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,57.4757015742642,60.0
1993,82,1435,B,-,2017-09-29 00:00:00,-,MAT_ST,-,-,1926-01-01,,80.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,91.74264202600958,93.99863107460644
1994,83,303,B,-,2017-02-24 00:00:00,-,MAT_AC,-,-,1960-01-01,15.0,125.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,57.14989733059548,60.0
1995,84,1051,B,-,2017-07-23 00:00:00,-,MAT_AC,-,-,1971-01-01,,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,46.55715263518138,48.99931553730322
1996,85,1110,B,-,2017-08-02 00:00:00,-,MAT_ST,-,-,1966-01-01,,150.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,51.58384668035592,53.998631074606436
1997,86,931,B,-,2017-07-03 00:00:00,-,MAT_ST,-,-,1956-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,61.503080082135526,64.0
1998,87,803,B,-,2017-06-15 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1968-01-01,,110.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,VERB,,49.45379876796714,52.0
1999,88,1739,B,-,2017-11-22 00:00:00,-,MAT_AC,-,-,1988-01-01,,100.0,BOM_ONB,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,29.89185489390828,32.0
2000,89,878,B,-,2017-06-25 00:00:00,-,MAT_ST,-,-,1956-01-01,,100.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,61.48117727583847,64.0
2001,90,1906,B,-,2017-12-27 00:00:00,-,MAT_ST,-,-,1967-01-01,,80.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,50.98699520876112,52.99931553730322
2002,91,1555,B,-,2017-10-16 00:00:00,-,MAT_AC,-,-,1970-01-01,,200.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,47.78918548939083,49.998631074606436
2003,92,827,B,-,2017-06-19 00:00:00,-,MAT_AC,-,-,1963-01-01,,100.0,BOM_ONB,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,54.46406570841889,56.99931553730322
2004,93,1725,B,50499724,2017-11-17 00:00:00,DW,MAT_ST,,-,1969-01-01,-1.0,100.0,BOM_NEE,-,-1,-,-1,-1,-,"DEK_0,8T1,5",-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,-,-,BUIS,,48.876112251882276,50.997946611909654
2005,94,591,B,-,2017-05-10 00:00:00,-,MAT_ST,-,-,1964-01-01,,50.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,53.35523613963039,56.0
2006,95,1672,B,-,2017-11-07 00:00:00,-,MAT_ST,-,-,1964-01-01,,100.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,53.8507871321013,56.0
2007,96,1130,B,-,2017-08-06 00:00:00,-,MAT_ST,-,-,1961-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,56.59411362080767,58.997946611909654
2008,97,1712,B,-,2017-11-15 00:00:00,-,MAT_ST,-,-,1935-01-01,,80.0,BOM_NEE,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,82.87200547570157,84.99931553730322
2009,98,747,B,-,2017-06-07 00:00:00,-,MAT_ST,-,-,1962-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,55.43052703627652,57.998631074606436
2010,99,527,B,-,2017-04-20 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1979-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,VERB,,38.299794661190965,40.99931553730322
2011,100,859,B,-,2017-06-22 00:00:00,-,MAT_AC,-,-,1991-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,26.472279260780287,28.999315537303218
2013,102,1303,B,-,2017-09-04 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1975-01-01,,160.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,,,,VERB,,42.67488021902806,44.99931553730322
2014,103,1100,B,-,2017-08-01 00:00:00,-,MAT_AC,-,-,1973-01-01,14.0,100.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,44.580424366872,46.997946611909654
2015,104,698,B,-,2017-06-01 00:00:00,-,MAT_ST,-,-,1969-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,48.41341546885695,50.997946611909654
2016,105,424,B,-,2017-03-26 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1965-01-01,,300.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,52.2299794661191,54.997946611909654
2017,106,76,B,-,2017-01-15 00:00:00,-,MAT_AC,-,-,1966-01-01,15.0,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,51.03901437371663,53.998631074606436
2018,107,1912,B,-,2017-12-28 00:00:00,-,MAT_PVCV,TYP_NTRV_STEEK,-,2012-01-01,,110.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,,,,VERB,,5.990417522245037,8.0
2019,108,192,B,-,2017-01-30 00:00:00,-,MAT_AC,-,-,1969-01-01,,100.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,VERB_AND,-,ORZ_SPONTAAN,,,,REPAR,,48.07939767282683,50.997946611909654
2020,109,1123,B,-,2017-08-04 00:00:00,-,MAT_ST,-,-,1970-01-01,,150.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,47.58932238193019,49.998631074606436
2021,110,395,B,-,2017-03-16 00:00:00,-,MAT_ST,-,-,1956-01-01,,100.0,BOM_ONB,-,-1,BU_ST_ONB,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,61.204654346338124,64.0
2022,111,1627,B,-,2017-10-30 00:00:00,-,MAT_AC,-,-,1956-01-01,,250.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,REPAR,,61.828884325804246,64.0
2023,0,1285,B,50435047,2018-07-16 00:00:00,DW,MAT_AC,,-,1969-01-01,-1.0,100.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,49.53593429158111,50.997946611909654
2024,1,1203,B,50434598,2018-07-07 00:00:00,DW,MAT_AC,,-,1969-01-01,-1.0,100.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,49.51129363449692,50.997946611909654
2025,2,2129,B,-1,2018-10-22 00:00:00,DW,MAT_ST,TYP_FLENS,-,1967-01-01,-1.0,100.0,BOM_NEE,RELIN_NEE,-1,KB_ONB,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,VERB_LAS,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,-,-,VERB,,51.80561259411362,52.99931553730322
2026,3,1368,B,50435691,2018-07-25 00:00:00,DW,MAT_PVC,,-,2005-01-01,4.0,50.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,13.560574948665298,14.99794661190965
2027,4,1437,B,50435684,2018-08-01 00:00:00,DW,MAT_AC,,-,1971-01-01,-1.0,150.0,BOM_ONB,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,47.58110882956879,48.99931553730322
2028,5,1350,B,50435280,2018-07-22 00:00:00,DW,MAT_AC,,-,1970-01-01,-1.0,250.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,48.55304585900068,49.998631074606436
2029,6,1601,B,50436113,2018-08-16 00:00:00,DW,MAT_ST,,-,1961-01-01,-1.0,100.0,BOM_ONB,RELIN_NEE,-1,KB_ONB,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,-,-,BUIS,,57.620807665982205,58.997946611909654
2030,7,856,B,50430581,2018-05-26 00:00:00,DW,MAT_ST,,-,1954-01-01,-1.0,80.0,BOM_NEE,RELIN_NEE,-1,KB_ONB,-1,-1,-,"DEK_GRD1,5",DREMP_ONB,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,-,-,BUIS,,64.39698836413416,65.99863107460644
2031,8,1232,B,50434724,2018-07-10 00:00:00,DW,MAT_AC,,-,1967-01-01,-1.0,100.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,51.520876112251884,52.99931553730322
2032,9,2279,B,-1,2018-11-11 00:00:00,DW,MAT_GG,,-,1964-01-01,-1.0,150.0,BOM_NEE,RELIN_NEE,-1,KB_NEE,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,54.861054072553046,56.0
2033,10,137,B,-,2018-01-19 00:00:00,-,MAT_AC,-,-,1972-01-01,,150.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,46.050650239561946,48.0
2034,11,1523,B,50435822,2018-08-08 00:00:00,DW,MAT_PVC,,-,1979-01-01,4.0,110.0,BOM_ONB,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,39.60027378507871,40.99931553730322
2036,13,633,B,50427117,2018-04-16 00:00:00,DW,MAT_AC,,-,1985-01-01,-1.0,100.0,BOM_NEE,RELIN_NEE,-1,-,-1,-1,LENGTE_ONB,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,33.28678986995209,34.997946611909654
2037,14,893,B,50430763,2018-05-30 00:00:00,DW,MAT_AC,,-,1965-01-01,-1.0,100.0,BOM_ONB,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,53.4072553045859,54.997946611909654
2038,15,1719,B,50436996,2018-08-28 00:00:00,DW,MAT_AC,,-,1989-01-01,-1.0,100.0,BOM_ONB,RELIN_NEE,-1,-,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,29.65366187542779,30.99794661190965
2039,16,1039,B,50433018,2018-06-17 00:00:00,DW,MAT_ST,,-,1929-01-01,-1.0,80.0,BOM_ONB,RELIN_NEE,-1,KB_ONB,-1,-1,-,"DEK_0,8T1,5",DREMP_ONB,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_ONB,-,-,BUIS,,89.45653661875428,90.99794661190965
