;relatie_code;storing_idnummer;storing_melddatum;storing_medium;storing_materiaal;storing_type;storing_type_hulpstuk;storing_aanlegjaar;storing_wanddikte;storing_diameter;storing_bomen;storing_relining;storing_relining_jaar;storing_kathodische_bescherming;storing_pmax;storing_pdifference;storing_lengte_scheur;storing_grond_dekking;storing_verkeersdrempels;storing_drempelafstand;storing_verschijningsvorm;storing_bescherminginwendig;storing_soortoorzaak;storing_oorzaak1spontanestoring;storing_oorzaak2spontanestoring;storing_oorzaakinternebedrijfsvoering;storing_storendobject;Unnamed: 29
814;B;-;2016-05-25;-;MAT_ST;TYP_AND;-;1963;;80;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
2057;A;-;2016-11-06;-;MAT_AC;TYP_NTRV_STEEK;-;1961;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
879;B;-;2016-06-04;-;MAT_ST;-;-;1961;;300;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1532;B;-;2016-09-03;-;MAT_ST;-;-;1933;;100;BOM_ONB;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
158;B;-;2016-01-22;-;MAT_PVC;-;-;1979;6.0;160;BOM_JA;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_INTERN;;;ORZ_INT_AANLEG;BUIS;
1640;B;-;2016-09-16;-;MAT_ST;-;-;1958;;80;BOM_ONB;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
363;A;-;2016-03-02;-;MAT_PE100;-;-;2014;6.6;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
1793;B;-;2016-10-04;-;MAT_ST;-;-;1947;;80;BOM_ONB;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2012;B;-;2016-10-31;-;MAT_AC;-;-;1959;;125;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1606;A;-;2016-09-13;-;MAT_GG;-;-;1979;8.3;150;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1334;B;-;2016-08-05;-;MAT_ST;-;-;1967;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_INTERN;;;ORZ_INT_AANLEG;BUIS;
471;A;-;2016-03-21;-;MAT_AC;-;-;1973;12.0;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1622;A;-;2016-09-15;-;MAT_GG;-;-;1950;8.3;150;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;BI_GG_GEEN;ORZ_EXTERN;;;;BUIS;
1614;A;-;2016-09-14;-;MAT_AC;-;-;1965;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
460;B;-;2016-03-19;-;MAT_AC;-;-;1954;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
1484;A;-;2016-08-29;-;MAT_AC;-;-;1959;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1919;A;-;2016-10-19;-;MAT_AC;-;-;1959;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1377;B;-;2016-08-12;-;MAT_ST;-;-;1964;;80;BOM_ONB;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
147;A;-;2016-01-21;-;MAT_GG;-;-;1977;7.5;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1736;A;-;2016-09-28;-;MAT_GG;-;-;1960;8.3;150;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
968;A;-;2016-06-16;-;MAT_AC;TYP_NTRV_STEEK;-;1984;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1136;B;-;2016-07-11;-;MAT_AC;TYP_NTRV_STEEK;-;1970;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;;;;VERB;
8;B;-;2016-01-02;-;MAT_AC;-;-;1978;;100;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1222;A;-;2016-07-21;-;MAT_AC;TYP_NTRV_STEEK;-;1987;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
544;A;-;2016-04-06;-;MAT_AC;-;-;1975;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
284;B;-;2016-02-16;-;MAT_ST;-;-;1968;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_AND;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1110;B;-;2016-07-07;-;MAT_AC;TYP_NTRV_STEEK;-;1972;;100;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
2370;A;-;2016-12-27;-;MAT_PE_AND;TYP_AND;-;1977;;315;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_LAS;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2378;B;-;2016-12-28;-;MAT_AC;TYP_NTRV_STEEK;-;1965;;400;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
1757;A;-;2016-09-30;-;MAT_PE;-;-;1983;6.8;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
548;A;-;2016-04-07;-;MAT_AC;-;-;1960;15.0;150;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1576;B;-;2016-09-09;-;MAT_PVC;TYP_AND;-;1955;;75;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;;;;VERB;
442;B;-;2016-03-16;-;MAT_AC;TYP_AND;-;1955;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
739;A;-;2016-05-13;-;MAT_AC;TYP_NTRV_STEEK;-;1953;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
1339;B;-;2016-08-05;-;MAT_AC;-;-;1963;13.0;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
599;A;-;2016-04-18;-;MAT_PVC;TYP_NTRV_STEEK;-;2016;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
1231;B;-;2016-07-23;-;MAT_ST;-;-;1959;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1498;B;-;2016-08-29;-;MAT_AC;-;-;1963;14.0;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1244;B;-;2016-07-25;-;MAT_AC;-;-;1971;20.0;150;BOM_JA;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
6;A;-;2016-01-01;-;MAT_GG;-;-;1925;11.0;200;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2301;B;-;2016-12-10;-;MAT_AC;-;-;1955;10.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1777;A;-;2016-10-03;-;MAT_AC;-;-;1961;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1074;B;-;2016-07-01;-;MAT_NG;TYP_NTRV_STEEK;-;1996;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
791;B;-;2016-05-22;-;MAT_AC;-;-;1977;;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
417;B;-;2016-03-13;-;MAT_AC;TYP_NTRV_STEEK;-;1958;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
638;A;-;2016-04-25;-;MAT_AC;-;-;1966;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2349;B;-;2016-12-20;-;MAT_AC;-;-;1977;15.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
505;B;-;2016-03-29;-;MAT_ST;-;-;1961;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1250;B;-;2016-07-26;-;MAT_AC;TYP_AND;-;1957;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;;;;VERB;
446;A;-;2016-03-17;-;MAT_AC;TYP_NTRV_STEEK;-;1955;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2050;B;-;2016-11-06;-;MAT_ST;-;-;1965;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1492;A;-;2016-08-29;-;MAT_AC;TYP_NTRV_STEEK;-;1964;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
868;B;-;2016-06-02;-;MAT_AC;-;-;1972;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1604;B;-;2016-09-13;-;MAT_AC;-;-;1964;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1359;A;-;2016-08-09;-;MAT_AC;-;-;1958;15.0;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1864;A;-;2016-10-12;-;MAT_GG;-;-;1979;9.2;200;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1189;B;-;2016-07-17;-;MAT_AC;TYP_AND;-;1960;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;;;;VERB;
428;B;-;2016-03-15;-;MAT_PVC;TYP_AND;-;1973;;75;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;;;;VERB;
2338;B;-;2016-12-18;-;MAT_AC;-;-;1976;;100;BOM_ONB;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
515;A;-;2016-03-30;-;MAT_PVC;TYP_NTRV_STEEK;-;2001;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_EXTERN;;;;VERB;
1655;A;-;2016-09-19;-;MAT_PVC;TYP_NTRV_STEEK;-;1977;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_EXTERN;;;;VERB;
230;A;-;2016-02-04;-;MAT_AC;-;-;1967;12.0;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2180;A;-;2016-11-23;-;MAT_AC;TYP_NTRV_STEEK;-;1960;;250;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1845;A;-;2016-10-10;-;MAT_AC;-;-;1968;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2077;A;-;2016-11-09;-;MAT_AC;-;-;1961;18.0;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2105;A;-;2016-11-13;-;MAT_GG;-;-;1958;7.5;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1910;A;-;2016-10-18;-;MAT_AC;-;-;1983;12.0;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2238;A;-;2016-12-01;-;MAT_PVC;TYP_NTRV_STEEK;-;2006;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_EXTERN;;;;VERB;
768;A;-;2016-05-18;-;MAT_AC;-;-;1987;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2154;B;-;2016-11-20;-;MAT_AC;-;-;1962;10.0;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1458;B;-;2016-08-24;-;MAT_AC;-;-;1965;15.0;50;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
2179;B;-;2016-11-23;-;MAT_GG;TYP_AND;-;1971;;200;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1421;B;-;2016-08-19;-;MAT_ST;-;-;1972;;50;BOM_ONB;-;-1;BU_ST_ONB;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1258;B;-;2016-07-27;-;MAT_AC;-;-;1965;16.0;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_EXTERN;;;;BUIS;
653;A;-;2016-04-28;-;MAT_PVC;TYP_TRV_STEEK;-;1984;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
1411;B;-;2016-08-17;-;MAT_ST;-;-;1944;;200;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
2146;B;-;2016-11-18;-;MAT_AC;-;-;1972;;100;BOM_ONB;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
70;B;-;2016-01-12;-;MAT_AC;-;-;1974;13.0;100;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
224;A;-;2016-02-02;-;MAT_AC;-;-;1967;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2392;A;-;2016-12-31;-;MAT_AC;-;-;1960;12.0;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
4;A;-;2016-01-01;-;MAT_AC;TYP_NTRV_STEEK;-;1986;;250;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
146;A;-;2016-01-21;-;MAT_GG;-;-;1951;7.5;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
919;A;-;2016-06-09;-;MAT_AC;TYP_NTRV_STEEK;-;1952;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1971;B;-;2016-10-26;-;MAT_PVC;-;-;2009;2.0;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
625;A;-;2016-04-22;-;MAT_PVCV;-;-;2016;3.1;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
1884;A;-;2016-10-14;-;MAT_AC;TYP_NTRV_STEEK;-;1957;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
937;B;-;2016-06-11;-;MAT_AC;-;-;1958;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
348;A;-;2016-02-29;-;MAT_PVC;TYP_NTRV_STEEK;-;2001;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_EXTERN;;;;VERB;
