;relatie_code;storing_idnummer;storing_melddatum;storing_medium;storing_materiaal;storing_type;storing_type_hulpstuk;storing_aanlegjaar;storing_wanddikte;storing_diameter;storing_bomen;storing_relining;storing_relining_jaar;storing_kathodische_bescherming;storing_pmax;storing_pdifference;storing_lengte_scheur;storing_grond_dekking;storing_verkeersdrempels;storing_drempelafstand;storing_verschijningsvorm;storing_bescherminginwendig;storing_soortoorzaak;storing_oorzaak1spontanestoring;storing_oorzaak2spontanestoring;storing_oorzaakinternebedrijfsvoering;storing_storendobject;Unnamed: 29
1790;A;-;2010-08-27;-;MAT_PVC;TYP_NTRV_STEEK;-;1998;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
1340;A;-;2010-07-10;-;MAT_AC;TYP_NTRV_STEEK;-;1947;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2364;A;-;2010-11-10;-;MAT_PVC;TYP_NTRV_STEEK;-;1963;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2388;B;-;2010-11-15;-;MAT_ST;-;-;1928;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2655;A;-;2010-12-10;-;MAT_AC;TYP_NTRV_STEEK;-;1968;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
854;A;-;2010-05-12;-;MAT_AC;TYP_NTRV_STEEK;-;1959;;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;;;;VERB;
1523;B;-;2010-07-19;-;MAT_ST;-;-;1939;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2635;B;-;2010-12-09;-;-;TYP_NTRV_STEEK;-;2008;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
1987;B;-;2010-09-21;-;MAT_AC;-;-;1957;;125;BOM_ONB;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
431;A;-;2010-03-09;-;MAT_PE;-;-;1981;6.3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
636;A;-;2010-04-13;-;MAT_AC;-;-;1949;19;200;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2443;A;-;2010-11-20;-;MAT_AC;-;-;1961;15;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1077;C;-;2010-06-15;-;MAT_BET;TYP_AND;-;1961;58;500;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
1338;B;-;2010-07-10;-;MAT_AC;-;-;1962;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
956;C;-;2010-05-31;-;MAT_NG;TYP_AND;-;1992;9;152;BOM_ONB;-;-1;BU_NG_ONB;-1;-1;-;-;-;-;-;BI_NG_CL;ORZ_SPONTAAN;;;;BUIS;
1896;B;-;2010-09-08;-;-;TYP_LMOF;-;1956;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
166;A;-;2010-01-22;-;MAT_AC;-;-;1982;15;150;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2472;A;-;2010-11-23;-;MAT_PE;TYP_AND;-;1986;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1327;A;-;2010-07-09;-;MAT_AC;TYP_NTRV_STEEK;-;1947;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
91;C;-;2010-01-13;-;MAT_GG;TYP_AND;-;1974;8;128;BOM_ONB;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;ORZ_SPONTAAN;;;;BUIS;
936;B;-;2010-05-27;-;MAT_ST;-;-;1930;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1745;B;-;2010-08-20;-;-;TYP_FLENS;-;1960;;80;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
1439;B;-;2010-07-15;-;MAT_AC;-;-;1969;;100;BOM_JA;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1476;B;-;2010-07-16;-;MAT_AC;-;-;1964;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1177;B;-;2010-06-25;-;MAT_AC;-;-;1958;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
375;A;-;2010-02-26;-;MAT_PE;-;-;1970;3.6;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
2169;B;-;2010-10-14;-;MAT_AC;-;-;1989;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;REPAR;
1489;B;-;2010-07-16;-;MAT_ST;-;-;1956;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
756;C;-;2010-04-28;-;MAT_PVC;TYP_TRV_STEEK;-;1977;4;103;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
863;A;-;2010-05-14;-;MAT_PE;TYP_AND;-;2002;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
691;C;-;2010-04-20;-;MAT_PVC;TYP_TRV_STEEK;-;1984;6;188;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
25;C;-;2010-01-04;-;MAT_PVC;TYP_TRV_STEEK;-;1973;9;297;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
66;A;-;2010-01-11;-;MAT_AC;-;-;1973;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2799;A;-;2010-12-29;-;MAT_AC;TYP_NTRV_STEEK;-;1979;;200;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1328;A;-;2010-07-09;-;MAT_AC;-;-;1961;12;50;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
516;B;-;2010-03-22;-;MAT_PVC;-;-;1992;3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
647;A;-;2010-04-14;-;MAT_AC;-;-;1969;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2459;B;-;2010-11-22;-;MAT_PVC;-;-;1974;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1654;C;-;2010-08-06;-;MAT_GG;TYP_LMOF;-;1954;10;125;BOM_ONB;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;ORZ_SPONTAAN;;;;BUIS;
2706;A;-;2010-12-17;-;MAT_GG;-;-;1946;9.5;125;BOM_JA;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1544;B;-;2010-07-22;-;MAT_ST;-;-;1966;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1202;B;-;2010-06-29;-;MAT_ST;-;-;1967;;100;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1267;B;-;2010-07-03;-;-;TYP_AND;-;1958;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
2682;A;-;2010-12-14;-;MAT_AC;-;-;1943;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
757;C;-;2010-04-28;-;MAT_PE_AND;TYP_AND;-;2010;7;49;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
75;B;-;2010-01-12;-;MAT_AC;-;-;1972;;160;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
2716;C;-;2010-12-19;-;MAT_PVC;TYP_TRV_STEEK;-;1982;4;118;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
19;B;-;2010-01-04;-;-;-;-;1966;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1306;B;-;2010-07-07;-;-;TYP_FLENS;-;2001;;160;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
2660;C;-;2010-12-10;-;MAT_GG;TYP_LMOF;-;1939;9;100;BOM_ONB;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;ORZ_SPONTAAN;;;;BUIS;
1144;B;-;2010-06-22;-;MAT_ST;-;-;1962;;50;BOM_ONB;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
168;A;-;2010-01-22;-;MAT_GG;-;-;1971;9;80;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
545;C;-;2010-03-25;-;MAT_PE_AND;TYP_AND;-;2010;7;49;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
2400;A;-;2010-11-16;-;MAT_AC;TYP_NTRV_STEEK;-;1963;;300;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
495;A;-;2010-03-18;-;MAT_AC;-;-;1960;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
954;B;-;2010-05-31;-;MAT_ST;-;-;1951;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2346;A;-;2010-11-07;-;MAT_PE;TYP_AND;-;1965;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
40;C;-;2010-01-06;-;MAT_PVC;TYP_TRV_STEEK;-;1983;4;118;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
1479;B;-;2010-07-16;-;MAT_AC;-;-;1957;;100;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2523;A;-;2010-11-29;-;MAT_AC;TYP_NTRV_STEEK;-;1977;;300;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;;;;VERB;
1096;B;-;2010-06-17;-;-;-;-;1940;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
2620;A;-;2010-12-08;-;MAT_AC;TYP_NTRV_STEEK;-;1955;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2509;B;-;2010-11-28;-;MAT_PVCV;-;-;2007;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;BUIS;
1678;B;-;2010-08-10;-;MAT_AC;-;-;1979;12;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
391;B;-;2010-03-02;-;MAT_AC;-;-;1950;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1123;A;-;2010-06-19;-;MAT_AC;-;-;1968;onbekend;125;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2445;A;-;2010-11-20;-;MAT_AC;-;-;1955;12;50;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1386;B;-;2010-07-13;-;MAT_AC;-;-;1961;;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2166;A;-;2010-10-14;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;;;;VERB;
1713;B;-;2010-08-16;-;MAT_ST;-;-;1957;;250;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1044;B;-;2010-06-11;-;MAT_GG;-;-;1970;;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1091;B;-;2010-06-17;-;MAT_ST;-;-;1953;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
927;B;-;2010-05-26;-;MAT_ST;-;-;-1;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
72;A;-;2010-01-11;-;MAT_PVC;TYP_PVCLIJM;-;1972;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
894;A;-;2010-05-20;-;MAT_AC;-;-;1973;15;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1694;B;-;2010-08-12;-;MAT_PVC;-;-;-1;;50;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1103;A;-;2010-06-17;-;MAT_AC;-;-;1968;onbekend;125;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
435;C;-;2010-03-09;-;MAT_PVC;TYP_TRV_STEEK;-;1974;4;118;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
1933;B;-;2010-09-14;-;MAT_ST;-;-;1932;;80;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1659;A;-;2010-08-09;-;MAT_PE;-;-;1995;3.6;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1335;B;-;2010-07-10;-;MAT_ST;-;-;1929;;125;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1667;A;-;2010-08-09;-;MAT_PVC;TYP_NTRV_STEEK;-;1999;;315;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1385;B;-;2010-07-13;-;MAT_ST;-;-;-1;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2479;B;-;2010-11-24;-;MAT_ST;-;-;1956;;50;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1016;A;-;2010-06-08;-;MAT_AC;TYP_NTRV_STEEK;-;1959;;150;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1218;C;-;2010-06-30;-;MAT_PVC;TYP_TRV_STEEK;-;2009;4;118;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
281;B;-;2010-02-10;-;-;TYP_LMOF;-;1956;;350;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1777;B;-;2010-08-25;-;MAT_ST;-;-;1958;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1368;B;-;2010-07-12;-;MAT_AC;-;-;1958;15;125;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1241;A;-;2010-07-01;-;MAT_GG;-;-;1964;10;150;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2175;B;-;2010-10-14;-;MAT_ST;-;-;1960;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1512;B;-;2010-07-19;-;-;-;-;-1;;50;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
334;A;-;2010-02-19;-;MAT_PE;TYP_AND;-;1998;;40;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2048;B;-;2010-09-29;-;MAT_PVC;-;-;1992;10;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
