;relatie_code;storing_idnummer;storing_melddatum;storing_medium;storing_materiaal;storing_type;storing_type_hulpstuk;storing_aanlegjaar;storing_wanddikte;storing_diameter;storing_bomen;storing_relining;storing_relining_jaar;storing_kathodische_bescherming;storing_pmax;storing_pdifference;storing_lengte_scheur;storing_grond_dekking;storing_verkeersdrempels;storing_drempelafstand;storing_verschijningsvorm;storing_bescherminginwendig;storing_soortoorzaak;storing_oorzaak1spontanestoring;storing_oorzaak2spontanestoring;storing_oorzaakinternebedrijfsvoering;storing_storendobject;Unnamed: 29
436;A;-;2012-02-20;-;MAT_PVC;-;-;2004;3.3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1290;A;-;2012-06-19;-;MAT_PVC;-;-;2012;7.7;315;BOM_JA;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
2096;A;-;2012-09-26;-;MAT_PVC;-;-;1999;4.2;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1672;B;-;2012-08-04;-;MAT_ST;-;-;1950;;125;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_AND;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2402;B;-;2012-11-03;-;MAT_AC;-;-;1985;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
970;B;-;2012-05-10;-;MAT_AC;-;-;1971;;150;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
84;A;-;2012-01-16;-;MAT_PVC;TYP_NTRV_STEEK;-;2001;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
858;A;-;2012-04-25;-;MAT_PE;TYP_AND;-;1984;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1037;B;-;2012-05-21;-;-;TYP_AND;-;1973;;75;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;;;;VERB;
1554;B;-;2012-07-17;-;MAT_ST;-;-;1953;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1900;B;-;2012-08-31;-;MAT_ST;-;-;1964;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2174;B;-;2012-10-06;-;MAT_AC;-;-;1983;16;100;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
464;A;-;2012-02-23;-;MAT_AC;-;-;1966;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1429;A;-;2012-07-04;-;MAT_PVC;TYP_NTRV_STEEK;-;2012;;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
508;C;-;2012-02-28;-;MAT_PVC;TYP_TRV_STEEK;-;2007;2;71;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
440;B;-;2012-02-20;-;MAT_AC;-;-;1973;;100;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
127;A;-;2012-01-23;-;MAT_GG;-;-;1976;9;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1121;B;-;2012-05-30;-;MAT_ST;-;-;1953;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
1371;A;-;2012-06-28;-;MAT_GG;-;-;1963;12;250;BOM_JA;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
941;B;-;2012-05-07;-;MAT_PVC;-;-;1976;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
435;B;-;2012-02-20;-;MAT_ST;-;-;1956;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
717;B;-;2012-04-02;-;MAT_ST;-;-;1926;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1897;B;-;2012-08-31;-;MAT_AC;-;-;1971;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1278;B;-;2012-06-17;-;MAT_AC;-;-;1972;;125;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
2701;B;-;2012-12-18;-;-;TYP_AND;-;1966;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
455;B;-;2012-02-22;-;MAT_ST;TYP_LMOF;-;1966;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1502;B;-;2012-07-12;-;-;TYP_PVCLIJM;-;1956;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;;;;VERB;
1774;B;-;2012-08-19;-;MAT_ST;-;-;1929;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
871;C;-;2012-04-26;-;MAT_PE_AND;TYP_AND;-;1991;7;49;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
1861;B;-;2012-08-27;-;MAT_ST;-;-;1950;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
487;A;-;2012-02-27;-;MAT_AC;-;-;1986;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1397;C;-;2012-07-01;-;MAT_PE_AND;TYP_AND;-;2011;12;125;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
1469;B;-;2012-07-09;-;MAT_AC;-;-;1969;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
2183;A;-;2012-10-06;-;MAT_PVC;TYP_NTRV_STEEK;-;1974;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
175;A;-;2012-01-31;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2151;A;-;2012-10-03;-;MAT_AC;-;-;1952;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1912;B;-;2012-09-02;-;MAT_ST;-;-;1957;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1873;A;-;2012-08-28;-;MAT_AC;-;-;1973;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2157;A;-;2012-10-04;-;MAT_PVC;-;-;1970;3.3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_EXTERN;;;;BUIS;
2108;B;-;2012-09-27;-;MAT_AC;-;-;1972;;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
437;B;-;2012-02-20;-;MAT_PVC;-;-;1986;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
878;A;-;2012-04-27;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1256;A;-;2012-06-14;-;MAT_AC;-;-;1955;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2617;B;-;2012-12-07;-;MAT_AC;-;-;1968;;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
47;B;-;2012-01-09;-;MAT_GG;TYP_LMOF;-;1952;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
479;C;-;2012-02-25;-;MAT_PVC;TYP_TRV_STEEK;-;1973;6;188;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
273;B;-;2012-02-07;-;MAT_ST;-;-;1934;10;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
909;A;-;2012-05-03;-;MAT_AC;TYP_NTRV_STEEK;-;1975;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1967;C;-;2012-09-08;-;MAT_GG;TYP_LMOF;-;1959;10;125;BOM_ONB;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;ORZ_SPONTAAN;;;;BUIS;
417;B;-;2012-02-18;-;MAT_AC;-;-;1970;14;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1588;B;-;2012-07-23;-;MAT_ST;-;-;1950;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2315;A;-;2012-10-24;-;MAT_PE;TYP_AND;-;2011;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
1400;B;-;2012-07-02;-;MAT_ST;-;-;1967;;100;BOM_JA;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1063;B;-;2012-05-25;-;MAT_ST;-;-;1962;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
644;A;-;2012-03-22;-;MAT_AC;-;-;1951;14;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
794;A;-;2012-04-16;-;MAT_AC;-;-;1977;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
448;C;-;2012-02-21;-;MAT_PVC;TYP_TRV_STEEK;-;2011;4;103;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
860;B;-;2012-04-25;-;MAT_AC;-;-;1967;14;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_EXTERN;;;;BUIS;
2359;B;-;2012-10-30;-;MAT_PVC;-;-;1973;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_SPONTAAN;;;;BUIS;
846;A;-;2012-04-23;-;MAT_GG;-;-;1979;12.5;275;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;BI_GG_CL;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
872;A;-;2012-04-26;-;MAT_AC;TYP_NTRV_STEEK;-;1966;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
2021;B;-;2012-09-14;-;MAT_AC;-;-;1971;;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
477;A;-;2012-02-24;-;MAT_PVC;TYP_PVCLIJM;-;1976;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
1182;A;-;2012-06-05;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1738;B;-;2012-08-14;-;MAT_ST;-;-;1927;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
2688;B;-;2012-12-15;-;MAT_AC;-;-;1962;;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
2373;B;-;2012-10-31;-;MAT_AC;-;-;1972;;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;;;;BUIS;
86;A;-;2012-01-17;-;MAT_AC;TYP_NTRV_STEEK;-;1955;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1440;B;-;2012-07-05;-;MAT_AC;-;-;1964;10;100;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
480;A;-;2012-02-25;-;MAT_PE;TYP_FLENS;-;1989;;250;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2594;B;-;2012-12-05;-;MAT_AC;-;-;1976;;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
510;A;-;2012-02-28;-;MAT_AC;-;-;1938;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1937;A;-;2012-09-04;-;MAT_AC;TYP_NTRV_STEEK;-;1961;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2525;A;-;2012-11-22;-;MAT_PVC;-;-;1998;6.2;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
474;A;-;2012-02-24;-;MAT_PVC;TYP_NTRV_STEEK;-;2011;;50;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
683;C;-;2012-03-28;-;MAT_PVC;TYP_TRV_STEEK;-;2011;3;85;BOM_ONB;-;-1;-;-1;-1;-;-;-;-;-;-;ORZ_SPONTAAN;;;;BUIS;
241;A;-;2012-02-06;-;MAT_BET;TYP_NTRV_STEEK;-;1971;;700;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
2592;C;-;2012-12-04;-;MAT_NG;TYP_AND;-;1996;9;204;BOM_ONB;-;-1;BU_NG_ONB;-1;-1;-;-;-;-;-;BI_NG_CL;ORZ_SPONTAAN;;;;BUIS;
1604;B;-;2012-07-26;-;MAT_ST;-;-;1962;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
324;A;-;2012-02-10;-;MAT_GG;-;-;1979;9;100;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;BI_GG_ONB;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
58;A;-;2012-01-11;-;MAT_PVC;TYP_PVCLIJM;-;1973;;110;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
