;relatie_code;storing_idnummer;storing_melddatum;storing_medium;storing_materiaal;storing_type;storing_type_hulpstuk;storing_aanlegjaar;storing_wanddikte;storing_diameter;storing_bomen;storing_relining;storing_relining_jaar;storing_kathodische_bescherming;storing_pmax;storing_pdifference;storing_lengte_scheur;storing_grond_dekking;storing_verkeersdrempels;storing_drempelafstand;storing_verschijningsvorm;storing_bescherminginwendig;storing_soortoorzaak;storing_oorzaak1spontanestoring;storing_oorzaak2spontanestoring;storing_oorzaakinternebedrijfsvoering;storing_storendobject;Unnamed: 29
407;A;-;2011-03-11;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;VERB;
390;A;-;2011-03-09;-;MAT_AC;-;-;1978;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1535;A;-;2011-08-18;-;MAT_AC;TYP_NTRV_STEEK;-;1953;;150;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
893;A;-;2011-05-20;-;MAT_PVC;TYP_NTRV_STEEK;-;1975;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
853;A;-;2011-05-17;-;MAT_AC;TYP_NTRV_STEEK;-;1964;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
574;B;-;2011-04-08;-;MAT_PVC;-;-;1981;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
1415;B;-;2011-07-28;-;MAT_AC;-;-;1974;;100;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_SPONTAAN;;;;BUIS;
1990;A;-;2011-10-24;-;MAT_NG;TYP_FLENS;-;2005;;80;BOM_NEE;-;-1;BU_NG_ONB;-1;-1;-;-;-;-;VERB_AFD;BI_NG_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;VERB;
1620;B;-;2011-09-01;-;MAT_ST;-;-;1964;;200;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1936;B;-;2011-10-16;-;MAT_AC;-;-;1963;20;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1430;B;-;2011-08-01;-;MAT_ST;-;-;1969;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1040;B;-;2011-06-07;-;MAT_AC;-;-;1969;;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
449;A;-;2011-03-17;-;MAT_AC;-;-;1967;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
220;A;-;2011-02-09;-;MAT_PE;TYP_AND;-;2006;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
2294;B;-;2011-12-07;-;MAT_AC;-;-;1982;;150;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
615;A;-;2011-04-13;-;MAT_PE;-;-;2011;3.7;40;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
2300;A;-;2011-12-07;-;MAT_AC;TYP_NTRV_STEEK;-;1954;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1547;B;-;2011-08-22;-;MAT_ST;-;-;1954;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
2040;A;-;2011-10-29;-;MAT_PVC;TYP_NTRV_STEEK;-;1968;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
1182;A;-;2011-06-27;-;MAT_AC;TYP_NTRV_STEEK;-;1982;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
423;C;-;2011-03-13;-;MAT_GG;TYP_AND;-;1968;8;154;-;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;-;;;;BUIS;
1059;C;-;2011-06-09;-;MAT_GG;TYP_AND;-;1967;10;254;-;-;-1;BU_GG_BIT;-1;-1;-;-;-;-;-;BI_GG_GEEN;-;;;;BUIS;
1094;B;-;2011-06-15;-;MAT_ST;-;-;1960;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1472;B;-;2011-08-07;-;MAT_ST;-;-;1966;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2148;B;-;2011-11-17;-;MAT_AC;-;-;1982;;100;BOM_JA;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2216;A;-;2011-11-26;-;MAT_AC;-;-;1970;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2157;B;-;2011-11-19;-;MAT_AC;-;-;1969;;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1992;B;-;2011-10-24;-;MAT_ST;-;-;1932;;150;BOM_JA;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;;;;BUIS;
1845;B;-;2011-10-02;-;MAT_AC;-;-;1932;;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
811;B;-;2011-05-12;-;MAT_ST;TYP_LMOF;-;1933;;80;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1156;A;-;2011-06-23;-;MAT_AC;TYP_NTRV_STEEK;-;1952;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
464;B;-;2011-03-21;-;MAT_PVCV;-;-;2008;4;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
214;B;-;2011-02-08;-;MAT_PVCV;TYP_NTRV_STEEK;-;2005;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_INTERN;;;ORZ_INT_AANLEG;VERB;
1137;A;-;2011-06-21;-;MAT_AC;-;-;1957;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1231;B;-;2011-07-01;-;MAT_PVC;-;-;1976;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
324;B;-;2011-02-25;-;MAT_AC;-;-;1989;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_SPONTAAN;;;;BUIS;
1267;A;-;2011-07-07;-;MAT_BET;-;-;1938;58;500;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_PUNTLEK;-;ORZ_EXTERN;;;;BUIS;
1697;A;-;2011-09-13;-;MAT_GG;-;-;1937;10;150;BOM_NEE;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_GG_GEEN;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
300;A;-;2011-02-22;-;MAT_AC;-;-;1961;12;50;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1741;A;-;2011-09-18;-;MAT_AC;TYP_NTRV_STEEK;-;1957;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1400;A;-;2011-07-26;-;MAT_AC;-;-;1960;25;300;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2108;C;-;2011-11-11;-;MAT_PVC;TYP_TRV_STEEK;-;1994;4;118;-;-;-1;-;-1;-1;-;-;-;-;-;-;-;;;;BUIS;
1259;B;-;2011-07-06;-;MAT_ST;-;-;1924;;50;BOM_JA;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
632;A;-;2011-04-17;-;MAT_PE;TYP_AND;-;2006;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
387;A;-;2011-03-08;-;MAT_AC;TYP_NTRV_STEEK;-;1979;;200;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2121;A;-;2011-11-14;-;MAT_AC;-;-;1964;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2020;A;-;2011-10-27;-;MAT_AC;-;-;1971;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2245;A;-;2011-11-29;-;MAT_AC;-;-;1961;12;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
309;B;-;2011-02-23;-;MAT_ST;-;-;1968;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
221;A;-;2011-02-10;-;MAT_AC;TYP_NTRV_STEEK;-;1969;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
495;A;-;2011-03-25;-;MAT_AC;-;-;1954;15;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
628;B;-;2011-04-15;-;MAT_ST;-;-;1953;;100;BOM_JA;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
685;B;-;2011-04-22;-;MAT_PVCV;TYP_AND;-;2009;;160;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;;;;VERB;
1920;B;-;2011-10-12;-;MAT_AC;-;-;1969;;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
667;B;-;2011-04-21;-;MAT_ST;-;-;1900;;150;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
659;A;-;2011-04-20;-;MAT_AC;-;-;1964;19;200;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1756;A;-;2011-09-20;-;MAT_AC;TYP_NTRV_STEEK;-;1957;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
278;A;-;2011-02-18;-;MAT_AC;TYP_NTRV_STEEK;-;1958;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
648;A;-;2011-04-19;-;MAT_AC;-;-;1978;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
642;B;-;2011-04-18;-;MAT_AC;-;-;1961;;200;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;ORZ_SPON2_AANT;;BUIS;
986;A;-;2011-06-01;-;MAT_PVC;-;-;1967;3.3;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1153;A;-;2011-06-22;-;MAT_AC;TYP_NTRV_STEEK;-;1956;;150;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1941;B;-;2011-10-16;-;MAT_PVC;-;-;1973;;63;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;BUIS_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1392;B;-;2011-07-25;-;MAT_ST;-;-;1933;;100;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
2169;A;-;2011-11-21;-;MAT_AC;TYP_NTRV_STEEK;-;1959;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2253;A;-;2011-11-30;-;MAT_AC;-;-;1962;14;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
2203;B;-;2011-11-23;-;MAT_AC;-;-;1966;14;100;BOM_NEE;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
639;B;-;2011-04-18;-;MAT_AC;TYP_AND;-;1958;;100;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_AND;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
1337;A;-;2011-07-17;-;MAT_AC;TYP_NTRV_STEEK;-;1957;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;VERB;
1197;A;-;2011-06-28;-;MAT_AC;-;-;1961;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
1787;B;-;2011-09-23;-;MAT_ST;-;-;1914;;200;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1240;B;-;2011-07-04;-;MAT_ST;-;-;1932;;80;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_GEEN;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
1692;A;-;2011-09-12;-;MAT_PVC;TYP_NTRV_STEEK;-;1973;;315;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
348;B;-;2011-03-02;-;MAT_ST;TYP_FLENS;-;1954;;150;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_AFD;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2182;B;-;2011-11-22;-;MAT_ST;-;-;1954;4;50;BOM_NEE;-;-1;BU_ST_BIT;-1;-1;-;-;-;-;BUIS_PUNTLEK;BI_ST_ONB;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
397;B;-;2011-03-10;-;MAT_AC;-;-;1963;;125;BOM_JA;-;-1;BU_AC_ONB;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;BUIS;
2117;A;-;2011-11-14;-;MAT_AC;TYP_NTRV_STEEK;-;1969;;100;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
605;C;-;2011-04-12;-;MAT_PVC;TYP_TRV_STEEK;-;2009;6;188;-;-;-1;-;-1;-1;-;-;-;-;-;-;-;;;;BUIS;
631;A;-;2011-04-16;-;MAT_PVC;TYP_NTRV_STEEK;-;1975;;110;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_EXTERN;;;;VERB;
695;A;-;2011-04-24;-;MAT_AC;TYP_NTRV_STEEK;-;1961;;200;BOM_NEE;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
668;A;-;2011-04-21;-;MAT_AC;-;-;1957;15;150;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1681;B;-;2011-09-10;-;MAT_AC;-;-;1985;15;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_LENGTES;-;ORZ_SPONTAAN;;;;BUIS;
1008;C;-;2011-06-03;-;MAT_GG;TYP_LMOF;-;1934;25;896;-;-;-1;BU_GG_GEEN;-1;-1;-;-;-;-;-;BI_GG_GEEN;-;;;;BUIS;
1616;A;-;2011-09-01;-;MAT_AC;-;-;1971;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
82;A;-;2011-01-19;-;MAT_AC;-;-;1966;12;100;BOM_JA;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_SPONTAAN;ORZ_SPON1_AANT;;;BUIS;
988;A;-;2011-06-01;-;MAT_PVC;TYP_PVCLIJM;-;1987;;160;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHUIF;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
732;A;-;2011-04-28;-;MAT_AC;TYP_NTRV_STEEK;-;1963;;250;BOM_JA;-;-1;-;-1;-1;-;-;-;-;VERB_SCHEUR;-;ORZ_SPONTAAN;ORZ_SPON1_UITWBEL;;;VERB;
2008;A;-;2011-10-26;-;MAT_AC;-;-;1965;12;100;BOM_NEE;-;-1;BU_AC_GEEN;-1;-1;-;-;-;-;BUIS_RONDBR;-;ORZ_EXTERN;;;;BUIS;
1863;A;-;2011-10-05;-;MAT_AC;-;-;1982;18;100;BOM_NEE;-;-1;BU_AC_TEBIT;-1;-1;-;-;-;-;BUIS_SCHERF;-;ORZ_EXTERN;;;;BUIS;
